Is Registered,Accepts Card,MCC Category group,Current pricing,Transaction Fees per Unit Turnover Scaled,Average Transaction Amount Scaled,Visa Credit Scaled,Annual Card Turnover Scaled,Visa Business Debit Scaled
0,0,0,Non-Competitive,0.43548590130916426,0.0013784954706577393,0.01805608912792931,0.0017541232686289305,0.002887750349324639
1,0,0,Non-Competitive,0.43548590130916426,0.0018708152816069316,0.01805608912792931,0.0001400877561634446,0.002887750349324639
1,0,1,Non-Competitive,0.43548590130916426,0.0008861756597085466,0.01805608912792931,8.50877416897566e-06,0.002887750349324639
0,1,1,Non-Competitive,0.43548590130916426,0.0038400945254037015,0.01805608912792931,0.0001400877561634446,0.002887750349324639
0,1,0,Non-Competitive,0.2620845921450152,0.00029539188656951555,0.17108906169274182,0.0010523686979917626,0.16787544081442543
0,1,1,Non-Competitive,0.37569234642497507,0.058979913351713265,0.015035701511518536,0.0002278070774930906,0.002129216847428305
1,1,0,Competitive,0.08383685800604233,0.0018708152816069316,0.05374435333236187,0.03859623822708024,0.05279127021092554
0,1,0,Neutral,0.16217990217234934,0.0012800315084679009,0.1218696123646645,0.003859386980540434,0.12334249023316826
0,1,1,Neutral,0.21834088620342407,0.006794013391098858,0.007087313047279662,0.0008769300553324709,0.00013307605296426902
1,1,0,Neutral,0.1575193017791206,0.0013784954706577393,0.1147791451949784,0.006490966620429813,0.11102978685652183
0,0,1,Non-Competitive,0.43548590130916426,0.009747932256794014,0.01805608912792931,0.0008769300553324709,0.002887750349324639
0,0,0,Non-Competitive,0.43548590130916426,0.00019692792437967703,0.01805608912792931,1.7280706301940254e-05,0.002887750349324639
0,1,1,Neutral,0.14766231265920265,0.006597085466719181,0.01841766287767508,0.0006137720913435328,0.011514992582967046
1,1,1,Competitive,0.0071508400129318556,0.21337140606538005,0.0026237992055228865,0.026315533240929802,0.000439985769210277
0,1,1,Competitive,0.08553625377643508,0.0006892477353288697,0.0851139931378913,0.011403248614889987,0.08330560915563244
0,0,0,Non-Competitive,0.37569234642497495,0.0018708152816069316,0.015035701511518536,0.00350850969522185,0.002129216847428305
1,1,0,Non-Competitive,0.43548590130916426,0.004824734147302088,0.01805608912792931,5.2368434833798645e-05,0.002887750349324639
1,1,0,Competitive,0.0751510574018127,0.0018708152816069316,0.03702624292924609,0.008771668975000608,0.03360170337347794
1,1,1,Competitive,0.0513595166163142,0.09836549822764869,0.005245936386397658,0.0017541232686289305,0.006188036462838513
0,0,0,Non-Competitive,0.43548590130916426,0.0013784954706577393,0.01805608912792931,1.7280706301940254e-05,0.002887750349324639
1,1,1,Competitive,0.04882091305807319,0.0013784954706577393,0.04647599365895231,0.021052373961151043,0.0444917603743873
0,0,0,Neutral,0.13651812688821763,0.0018708152816069316,0.05994409633446819,0.0006664036841413205,0.054827333821278856
1,0,0,Non-Competitive,0.22967019133937577,0.0008861756597085466,0.07014452819690807,8.745616336565703e-05,0.07305875307738373
0,1,1,Non-Competitive,0.3756923464249749,0.000393855848759354,0.015035701511518536,0.00042078958441831173,0.002129216847428305
1,1,1,Neutral,0.1641220687670839,0.0005907837731390312,0.09932646870132794,0.0019295619112882224,0.09598585591665637
0,1,1,Competitive,0.08113041289023164,0.0018708152816069316,0.03702624292924609,0.006140089335111229,0.03380131745292434
0,1,0,Neutral,0.21834088620342407,0.0018708152816069316,0.007087313047279662,0.000175175484695303,0.00013307605296426902
1,1,1,Competitive,0.044100369251426644,0.14759747932256792,0.0034222228109917364,1.0,0.004435868432142302
1,0,0,Competitive,0.05723996547259387,0.06882630957069713,0.00787079705304035,0.0014032459833103466,0.0033554176211704986
0,0,1,Neutral,0.1676737160120847,0.0008861756597085466,0.07173420588975585,0.0008769300553324709,0.06806840109122363
1,1,0,Competitive,0.07899043303121857,0.002855454903505317,0.03845695285280909,0.00526289612181477,0.036396300485727597
1,1,1,Neutral,0.15288267875125888,0.0006892477353288697,0.08749850967716295,0.00263131648192539,0.08410406547341806
1,0,0,Competitive,0.09859642497482378,0.007778653012997242,0.026196563646720628,0.0013155266619807005,0.025716947235345
0,0,1,Competitive,0.08786505538771401,0.0038400945254037015,0.044987878707592036,0.013157635041482907,0.04171934260429836
1,1,0,Competitive,0.05224068479355491,0.019594328475777866,0.010306410375296409,0.00526289612181477,0.008117639230820414
1,1,0,Competitive,0.09472557905337368,0.0018708152816069316,0.055016095486640076,0.008420791689682024,0.05303080710626123
0,1,0,Neutral,0.15763818954906572,0.017625049231981094,0.013151639060735987,0.000262894806024949,0.0056261597947671535
0,0,1,Competitive,0.044310171198388745,0.09836549822764869,0.004570323366937353,0.008771668975000608,0.0009980703972320179
0,1,0,Neutral,0.15468697549513266,0.0013784954706577393,0.1139843063485545,0.0017541232686289305,0.11542129660434272
1,1,0,Competitive,0.061663789382822645,0.0033477747144545094,0.022832692100248103,0.00701728254840769,0.019343554841591972
1,1,1,Competitive,0.056961228600201405,0.009747932256794014,0.015274153165445706,0.0014032459833103466,0.013107991216980504
1,1,1,Competitive,0.0074899295065458255,0.09836549822764869,0.0029806456740895763,0.016666407894668746,0.0007984563177856146
1,0,0,Non-Competitive,0.37569234642497495,0.009747932256794014,0.015035701511518536,0.00263131648192539,0.002129216847428305
1,1,0,Competitive,0.06850033568311518,0.004332414336352895,0.0274175244302551,0.00526289612181477,0.025306629405371837
0,0,1,Non-Competitive,0.37569234642497495,0.014671130366285938,0.015035701511518536,0.0008769300553324709,0.002129216847428305
0,1,1,Non-Competitive,0.43548590130916426,0.0016738873572272547,0.01805608912792931,0.000350614127354595,0.002887750349324639
0,0,0,Competitive,0.08113041289023161,0.0018708152816069316,0.03702624292924609,0.00526289612181477,0.03380131745292434
0,1,1,Non-Competitive,0.3756923464249749,0.0008861756597085466,0.015035701511518536,8.50877416897566e-06,0.002129216847428305
1,0,0,Neutral,0.13620342396777446,0.0018708152816069316,0.038615920622093874,0.0008769300553324709,0.03479938785015636
0,1,1,Competitive,0.0724585990824662,0.004332414336352895,0.01862719555832277,0.00482429951516654,0.015518146398444487
1,1,1,Competitive,0.09472557905337366,0.0018708152816069316,0.055016095486640076,0.0017541232686289305,0.05303080710626123
0,0,1,Non-Competitive,0.45436807653575056,0.029440724694761715,0.019009895743637983,1.7280706301940254e-05,0.003127287244660325
1,1,0,Competitive,0.0165436904485243,0.006301693580149665,0.012508521589555408,0.02919272698054219,0.010369695511754198
1,1,0,Competitive,0.0995720040281974,0.0013784954706577393,0.07030349596619286,0.012280441828186446,0.06942577683145917
1,1,1,Non-Competitive,0.3756923464249749,0.019594328475777866,0.015035701511518536,5.2368434833798645e-05,0.002129216847428305
1,1,1,Neutral,0.15030211480362543,0.0008861756597085466,0.1058062977731265,0.0019295619112882224,0.10173664249118372
0,0,1,Competitive,0.05941591137965764,0.0038400945254037015,0.020467100295415104,0.007894475761704147,0.01696719675294431
1,0,0,Competitive,0.09472557905337366,0.0018708152816069316,0.055016095486640076,0.00350850969522185,0.05303080710626123
1,1,0,Competitive,0.05109726418261164,0.11805829066561638,0.004969950675833808,0.00350850969522185,0.005910794685829619
1,0,1,Non-Competitive,0.43548590130916426,0.029440724694761715,0.01805608912792931,0.000350614127354595,0.002887750349324639
0,1,0,Neutral,0.12846173212487416,0.0018708152816069316,0.08638573529216952,0.0008769300553324709,0.08769711890345333
1,0,1,Competitive,0.09044561933534749,0.12298148877510831,0.006027527918714481,0.0015786846259696384,0.0016634506620533643
1,1,0,Competitive,0.08528449144008059,0.0023631350925561244,0.04508060990634148,0.00438570290851831,0.043050103133941045
1,1,0,Neutral,0.18435297079556906,0.000393855848759354,0.13638109873223206,0.004210264265859018,0.13380797125557256
1,1,1,Competitive,0.05293303121852973,0.04913351713272942,0.006901850649780756,0.0017541232686289305,0.007851487124891875
0,0,1,Non-Competitive,0.45436807653575045,0.014671130366285938,0.019009895743637983,0.000262894806024949,0.003127287244660325
1,0,0,Non-Competitive,0.45436807653575045,0.019594328475777866,0.019009895743637983,0.0007892107340028248,0.003127287244660325
1,1,1,Neutral,0.20229103726082587,0.0008861756597085466,0.16870454515347016,0.0350874653738944,0.16647814225830063
0,0,1,Non-Competitive,0.23627895266868076,0.0008861756597085466,0.17108906169274182,0.0009646493766621168,0.17126888016501432
1,1,1,Competitive,0.07945199731453513,0.011717211500590784,0.010222510719284999,0.00263131648192539,0.006476367910927762
0,0,0,Non-Competitive,0.43548590130916426,0.0018708152816069316,0.01805608912792931,0.000175175484695303,0.002887750349324639
1,0,1,Non-Competitive,0.37569234642497495,0.0018708152816069316,0.015035701511518536,0.0008769300553324709,0.002129216847428305
0,0,0,Neutral,0.10662134944612288,0.0008861756597085466,0.07014452819690807,0.00701728254840769,0.0668707166145452
1,1,0,Competitive,0.03140735146022157,0.0018708152816069316,0.033052048697126656,0.07017519390575279,0.03320247521458513
1,0,1,Competitive,0.07162638469284997,0.005809373769200473,0.02301058460397154,0.0010523686979917626,0.018564109388515538
0,0,1,Non-Competitive,0.45436807653575045,0.004824734147302088,0.019009895743637983,2.0789479155126096e-05,0.003127287244660325
1,1,0,Competitive,0.04799219536757306,0.1968294604174872,0.005835441864162041,0.00526289612181477,0.003626322443276334
0,0,1,Neutral,0.20868999664316895,0.0013784954706577393,0.048065671351800086,0.000175175484695303,0.05087941091667221
1,0,0,Competitive,0.040407854984894284,0.024517526585269792,0.008041119662988332,0.17543837950132796,0.00688003193825271
1,0,1,Competitive,0.0794519973145351,0.2952934226073257,0.0060496067755595895,0.0010523686979917626,0.005478297513695744
0,0,0,Neutral,0.15288267875125888,0.0008861756597085466,0.07173420588975585,0.0017541232686289305,0.06766917293233082
1,1,1,Competitive,0.060989425981873166,0.04913351713272942,0.006027527918714481,0.00350850969522185,0.00206267882094617
1,0,1,Neutral,0.13137797918764693,0.002855454903505317,0.06069477746720185,0.0014032459833103466,0.06037216936145674
1,0,1,Competitive,0.061409029875797314,0.14759747932256792,0.005939212491334049,0.006140089335111229,0.0011755051345177093
1,0,0,Non-Competitive,0.43548590130916426,0.0005907837731390312,0.01805608912792931,3.482457056786945e-05,0.002887750349324639
0,0,1,Non-Competitive,0.43548590130916426,0.00029539188656951555,0.01805608912792931,1.7280706301940254e-05,0.002887750349324639
0,0,0,Competitive,0.0751510574018127,0.0018708152816069316,0.03702624292924609,0.007894475761704147,0.03360170337347794
1,1,1,Neutral,0.21834088620342407,0.04913351713272942,0.007087313047279662,0.00263131648192539,0.00013307605296426902
1,0,1,Competitive,0.09472557905337368,0.0018708152816069316,0.055016095486640076,0.0010523686979917626,0.05303080710626123
0,1,0,Non-Competitive,0.43548590130916426,0.00531705395825128,0.01805608912792931,0.00021026321322716138,0.002887750349324639
0,1,1,Non-Competitive,0.36448892245720055,0.000393855848759354,0.3347728747996344,0.003859386980540434,0.3372147182114579
1,0,1,Neutral,0.10788016112789532,0.019594328475777866,0.008809463881198088,0.0010523686979917626,0.004857275933195822
1,1,1,Non-Competitive,0.3756923464249749,0.014671130366285938,0.015035701511518536,0.00021026321322716138,0.002129216847428305
1,0,1,Competitive,0.04598858677408528,0.14759747932256792,0.004217061657415623,0.021052373961151043,0.001242043160999845
1,1,1,Neutral,0.16389728096676742,0.0006892477353288697,0.12969120510816434,0.008771668975000608,0.12489187570696653
0,0,0,Non-Competitive,0.37569234642497495,0.002855454903505317,0.015035701511518536,0.0014032459833103466,0.002129216847428305
1,1,1,Competitive,0.0671261329305136,0.007778653012997242,0.01950667002265291,0.00263131648192539,0.017000465766185375
1,1,0,Neutral,0.12619587109768388,0.0010831035840882237,0.08813438075430206,0.003859386980540434,0.0862998203473285
0,0,0,Neutral,0.208689996643169,0.0013784954706577393,0.048065671351800086,0.0008769300553324709,0.05087941091667221
1,1,0,Non-Competitive,0.43548590130916426,0.002855454903505317,0.01805608912792931,0.000350614127354595,0.002887750349324639
1,1,1,Neutral,0.11102719033232634,0.009747932256794014,0.012121292407964288,0.0008769300553324709,0.008184177257302548
0,1,0,Competitive,0.06726949759427102,0.008763292634895628,0.021989069493937884,0.0019295619112882224,0.023007370934711408
1,1,1,Competitive,0.05688503736683097,0.09344230011815675,0.007497282557540405,0.00701728254840769,0.002980203186120868
0,0,1,Non-Competitive,0.45436807653575045,0.002855454903505317,0.019009895743637983,0.000175175484695303,0.003127287244660325
0,1,1,Neutral,0.10223648875461565,0.002855454903505317,0.058787164235784534,0.00350850969522185,0.05997294120256394
1,1,1,Competitive,0.05293303121852973,0.04913351713272942,0.006901850649780756,0.0021050005539475143,0.007851487124891875
1,0,0,Competitive,0.05932150050352471,0.007778653012997242,0.017758024560520357,0.004210264265859018,0.015603167210060548
1,0,1,Non-Competitive,0.45436807653575056,0.00935407640803466,0.019009895743637983,5.2368434833798645e-05,0.003127287244660325
0,1,0,Neutral,0.18071640371489328,0.004332414336352895,0.01862719555832277,0.0008769300553324709,0.0213069547023902
1,0,1,Non-Competitive,0.45436807653575045,0.019594328475777866,0.019009895743637983,0.0021050005539475143,0.003127287244660325
0,0,0,Neutral,0.115558912386707,0.0023631350925561244,0.07062143150476241,0.005613773407133354,0.06667110253509881
0,1,0,Neutral,0.17883356572933623,0.005021662071681764,0.016645759687607953,0.0009217546285319199,0.0193165009187366
1,0,0,Neutral,0.1981998992950656,0.0018708152816069316,0.03702624292924609,0.0008769300553324709,0.03978973983631645
1,1,1,Competitive,0.05129657603222561,0.024517526585269792,0.00931286181726655,0.0017541232686289305,0.007119568833588398
1,0,1,Non-Competitive,0.43548590130916426,0.04913351713272942,0.01805608912792931,0.000262894806024949,0.002887750349324639
