Is Registered,Accepts Card,encoded__Miscellaneous Stores,Transaction Fees per Unit Turnover_Scaled,Current pricing,Average Transaction Amount Scaled,Visa Credit Scaled,Annual Card Turnover Scaled,Visa Business Debit Scaled
0,1,True,0.43548590130916415,Non-Competitive,0.0018708152816069316,0.01805608912792931,0.00350850969522185,0.002887750349324639
1,0,False,0.37569234642497484,Non-Competitive,0.0008861756597085466,0.015035701511515226,0.0004909650414820285,0.0021292168474249785
0,1,False,0.13714753272910374,Neutral,0.0006892477353288697,0.08670367083073906,0.00438570290851831,0.08390445139397165
1,0,True,0.21834088620342396,Neutral,0.0008861756597085466,0.007087313047279662,0.0017541232686289305,0.00013307605296426902
0,1,False,0.21834088620342396,Neutral,0.0008861756597085466,0.007087313047279662,0.000350614127354595,0.00013307605296426902
0,1,True,0.06819612286002015,Competitive,0.007778653012997242,0.02428895041530329,0.012806757756164322,0.020926209328631314
0,1,True,0.43548590130916415,Non-Competitive,0.0018708152816069316,0.01805608912792931,0.000175175484695303,0.002887750349324639
1,0,False,0.37569234642497484,Non-Competitive,0.004824734147302088,0.015035701511515226,0.00043833344868424097,0.0021292168474249785
0,1,False,0.43548590130916415,Non-Competitive,0.00265852697912564,0.01805608912792931,3.245614889196901e-06,0.002887750349324639
0,1,True,0.43548590130916415,Non-Competitive,0.004824734147302088,0.01805608912792931,0.0014032459833103466,0.002887750349324639
1,0,False,0.37569234642497484,Non-Competitive,0.0018708152816069316,0.015035701511515226,0.0008769300553324709,0.0021292168474249785
0,1,True,0.0947255790533736,Competitive,0.0018708152816069316,0.055016095486640076,0.00526289612181477,0.05303080710626122
0,0,False,0.21834088620342396,Neutral,0.1968294604174872,0.007087313047279662,0.00021026321322716138,0.00013307605296426902
1,1,True,0.09151560926485404,Competitive,0.03928712091374557,0.007153549617814987,0.0017541232686289305,0.002794597112249651
1,1,True,0.15760322255790532,Neutral,0.0018708152816069316,0.08829334852358685,0.0012278073406510545,0.08809634706234613
0,1,True,0.14029456193353473,Neutral,0.0008861756597085466,0.10485249115741783,0.00526289612181477,0.09994011577616607
0,1,True,0.022595669687814707,Competitive,0.0038400945254037015,0.018877422602564017,0.014034828254779367,0.016767582673497906
0,1,True,0.045464081906680096,Competitive,0.2952934226073257,0.0036650902362857177,0.03684185180048732,0.0006875596069798391
1,1,False,0.43548590130916415,Non-Competitive,0.03436392280425364,0.01805608912792931,0.00043833344868424097,0.002887750349324639
0,1,False,0.37569234642497484,Non-Competitive,0.9845411579361953,0.015035701511515226,0.000664789648628855,0.0021292168474249785
0,0,False,0.008119335347432033,Competitive,0.04913351713272942,0.0036430113794428155,0.017543601107965205,0.0014638365826069601
0,1,True,0.21834088620342396,Neutral,0.0013784954706577393,0.007087313047279662,0.0021050005539475143,0.00013307605296426902
1,0,False,0.43548590130916415,Non-Competitive,0.024517526585269792,0.01805608912792931,8.745616336565703e-05,0.002887750349324639
1,0,False,0.03581319234642498,Competitive,0.007778653012997242,0.01139269013207572,0.011227809972230695,0.008450329363231085
0,1,True,0.08400334600266383,Competitive,0.0304253643166601,0.010839294268569421,0.0008769300553324709,0.01028978383726795
1,1,False,0.0538561597851628,Competitive,0.014671130366285938,0.008323729030604606,0.00526289612181477,0.0049681726439982695
0,0,True,0.18020461411700084,Neutral,0.0009846396218983853,0.06809721601672473,0.0008769300553324709,0.062219103672293566
0,1,False,0.0794519973145351,Competitive,0.2952934226073257,0.0060496067755573795,0.0008418423268006124,0.005478297513693525
0,0,False,0.1753516050711142,Neutral,0.0070894052776683735,0.012981460474641328,6.991229909972783e-05,0.015635524743485927
1,1,True,0.11616733803289696,Neutral,0.0013784954706577393,0.04886051019822287,0.0021050005539475143,0.0452902166921718
1,0,True,0.37569234642497484,Non-Competitive,0.002855454903505317,0.015035701511515226,0.0001400877561634446,0.0021292168474249785
0,0,False,0.37569234642497484,Non-Competitive,0.2952934226073257,0.015035701511515226,0.00438570290851831,0.0021292168474249785
1,0,True,0.43548590130916415,Non-Competitive,0.002855454903505317,0.01805608912792931,4.359650270083405e-05,0.002887750349324639
0,0,False,0.43548590130916415,Non-Competitive,0.01860968885387948,0.01805608912792931,1.7280706301940254e-05,0.002887750349324639
1,0,True,0.37569234642497484,Non-Competitive,0.0018708152816069316,0.015035701511515226,8.745616336565703e-05,0.0021292168474249785
0,1,True,0.12267119838872108,Neutral,0.0008861756597085466,0.07093936704333197,0.00350850969522185,0.06726994477343802
1,0,False,0.06161883182275933,Competitive,0.014671130366285938,0.013710970100812061,0.0017541232686289305,0.011178388448998601
0,1,True,0.12619587109768382,Neutral,0.0010831035840882237,0.08813438075430206,0.002982193767243974,0.0862998203473285
1,0,False,0.43548590130916415,Non-Competitive,0.0023631350925561244,0.01805608912792931,1.7280706301940254e-05,0.002887750349324639
1,1,False,0.21834088620342396,Neutral,0.002855454903505317,0.007087313047279662,0.0014032459833103466,0.00013307605296426902
0,1,False,0.10223648875461562,Neutral,0.002855454903505317,0.05878716423578233,0.021052373961151043,0.05997294120256172
1,0,True,0.45436807653575034,Non-Competitive,0.0015754233950374162,0.019009895743637976,0.00350850969522185,0.003127287244660324
1,0,True,0.21834088620342396,Neutral,0.004824734147302088,0.007087313047279662,0.00043833344868424097,0.00013307605296426902
0,1,True,0.038991691842900314,Competitive,0.03928712091374557,0.006550796825943539,0.026315533240929802,0.005382926342404682
0,1,False,0.20996978851963743,Neutral,0.0008861756597085466,0.16997628730774839,0.006140089335111229,0.16647814225830063
0,1,True,0.05281501762336353,Competitive,0.7876132335565184,0.004591850252361333,0.00438570290851831,0.00034100738572093994
0,1,True,0.22462095781582186,Non-Competitive,0.0007877116975187081,0.18758049583224595,0.00263131648192539,0.1893524371400459
0,1,True,0.11046072507552872,Neutral,0.0013784954706577393,0.07157523812047108,0.00438570290851831,0.06966531372679487
0,1,False,0.1546869754951326,Neutral,0.0013784954706577393,0.1139843063485534,0.0027365796675209654,0.11542129660434161
0,1,False,0.06010825780463243,Competitive,0.00728633320204805,0.018585981692211907,0.003157632409903266,0.016434892541087234
1,0,True,0.37569234642497484,Non-Competitive,0.000393855848759354,0.015035701511515226,0.0001400877561634446,0.0021292168474249785
1,1,True,0.43548590130916415,Non-Competitive,0.002855454903505317,0.01805608912792931,8.745616336565703e-05,0.002887750349324639
0,0,False,0.37569234642497484,Non-Competitive,0.002855454903505317,0.015035701511515226,0.0003155263988227366,0.0021292168474249785
0,1,True,0.052240684793554884,Competitive,0.019594328475777866,0.010306410375296409,0.00350850969522185,0.008117639230820414
1,0,False,0.43548590130916415,Non-Competitive,0.0013784954706577393,0.01805608912792931,1.7280706301940254e-05,0.002887750349324639
0,1,True,0.05417086270560591,Competitive,0.005809373769200473,0.014947386084137001,0.008771668975000608,0.01142236121276532
0,1,False,0.1823928211768091,Neutral,0.0005907837731390312,0.1472741758751242,0.00263131648192539,0.1457087725635172
0,1,False,0.06004531722054386,Competitive,0.1968294604174872,0.00503397936068462,0.008771668975000608,0.0010646084237141526
0,1,True,0.05451127108982094,Competitive,0.03269003544702639,0.008562737628667846,0.00263131648192539,0.009519933134277065
1,0,True,0.37569234642497484,Non-Competitive,0.000393855848759354,0.015035701511515226,0.000175175484695303,0.0021292168474249785
0,1,False,0.05652064451158108,Competitive,0.14759747932256792,0.007113807675493791,0.0010523686979917626,0.002594983032803247
1,1,True,0.09162051023833505,Competitive,0.0013784954706577393,0.048065671351798976,0.0066664052630891054,0.044890988533279
1,0,True,0.3756923464249748,Non-Competitive,0.0008861756597085466,0.015035701511515226,1.7280706301940254e-05,0.0021292168474249785
0,0,False,0.13190248405505206,Neutral,0.0013784954706577393,0.04965534904464676,0.0021050005539475143,0.04548983077161821
1,1,True,0.0405337361530715,Competitive,0.004824734147302088,0.01636043292222502,0.01263131911350503,0.013440681349391177
0,0,False,0.43548590130916415,Non-Competitive,0.019594328475777866,0.01805608912792931,0.0006137720913435328,0.002887750349324639
0,0,True,0.43548590130916415,Non-Competitive,0.14759747932256792,0.01805608912792931,0.000350614127354595,0.002887750349324639
0,1,False,0.04777190332326285,Competitive,0.04913351713272942,0.007484732470491607,0.00438570290851831,0.0021292168474283057
1,0,True,0.45436807653575034,Non-Competitive,0.0010831035840882237,0.019009895743637976,0.0017541232686289305,0.003127287244660324
1,0,False,0.09466263846928501,Competitive,0.009747932256794014,0.02205677798826288,0.0007014914126731789,0.021558320580211593
0,1,False,0.007699731453507885,Competitive,0.07374950768018905,0.003201434242538449,0.021052373961151043,0.001020249739390512
0,1,True,0.43548590130916415,Non-Competitive,0.0016738873572272547,0.01805608912792931,0.000175175484695303,0.002887750349324639
1,0,True,0.20868999664316884,Neutral,0.0013784954706577393,0.048065671351798976,0.000175175484695303,0.05087941091667111
1,1,False,0.0664264211180391,Competitive,0.009157148483654983,0.011749240181978352,0.00350850969522185,0.007810431746849424
1,0,False,0.43548590130916415,Non-Competitive,0.0013784954706577393,0.01805608912792931,0.0005260527700138869,0.002887750349324639
1,1,False,0.12235649546827794,Neutral,0.0006892477353288697,0.08670367083073906,0.00701728254840769,0.08350522323507883
1,0,False,0.3756923464249748,Non-Competitive,0.000393855848759354,0.015035701511515226,1.7280706301940254e-05,0.0021292168474249785
1,0,True,0.37569234642497484,Non-Competitive,0.0018708152816069316,0.015035701511515226,0.000175175484695303,0.0021292168474249785
1,0,True,0.43548590130916415,Non-Competitive,0.0018708152816069316,0.01805608912792931,0.000350614127354595,0.002887750349324639
1,0,True,0.20868999664316884,Neutral,0.0013784954706577393,0.048065671351798976,0.000175175484695303,0.05087941091667111
0,0,False,0.05031050688150386,Competitive,0.2952934226073257,0.004141993544140049,0.0017541232686289305,0.005079069354800719
1,0,True,0.45436807653575034,Non-Competitive,9.846396218983852e-05,0.019009895743637976,8.745616336565703e-05,0.003127287244660324
0,1,False,0.43548590130916415,Non-Competitive,0.0008861756597085466,0.01805608912792931,0.000350614127354595,0.002887750349324639
1,0,False,0.027840718361866384,Competitive,0.002855454903505317,0.02439713681384211,0.014034828254779367,0.022312418213673565
1,0,True,0.43548590130916415,Non-Competitive,0.0013784954706577393,0.01805608912792931,0.0017541232686289305,0.002887750349324639
0,0,True,0.43548590130916415,Non-Competitive,0.0018708152816069316,0.01805608912792931,0.0001400877561634446,0.002887750349324639
0,0,False,0.43548590130916415,Non-Competitive,0.0008861756597085466,0.01805608912792931,8.50877416897566e-06,0.002887750349324639
1,1,False,0.43548590130916415,Non-Competitive,0.0038400945254037015,0.01805608912792931,0.0001400877561634446,0.002887750349324639
1,1,True,0.2620845921450151,Non-Competitive,0.00029539188656951555,0.17108906169274182,0.0010523686979917626,0.16787544081442543
1,1,False,0.37569234642497495,Non-Competitive,0.058979913351713265,0.015035701511515226,0.0002278070774930906,0.0021292168474249785
0,1,True,0.0838368580060423,Competitive,0.0018708152816069316,0.053744353332361855,0.03859623822708024,0.05279127021092554
1,1,True,0.1621799021723493,Neutral,0.0012800315084679009,0.12186961236466214,0.003859386980540434,0.12334249023316587
1,1,False,0.21834088620342396,Neutral,0.006794013391098858,0.007087313047279662,0.0008769300553324709,0.00013307605296426902
0,1,True,0.15751930177912055,Neutral,0.0013784954706577393,0.11477914519497727,0.006490966620429813,0.11102978685652072
1,0,False,0.43548590130916415,Non-Competitive,0.009747932256794014,0.01805608912792931,0.0008769300553324709,0.002887750349324639
1,0,True,0.43548590130916415,Non-Competitive,0.00019692792437967703,0.01805608912792931,1.7280706301940254e-05,0.002887750349324639
1,1,False,0.14766231265920265,Neutral,0.006597085466719181,0.018417662877674303,0.0006137720913435328,0.011514992582966265
0,1,False,0.0071508400129318694,Competitive,0.21337140606538005,0.0026237992055221423,0.026315533240929802,0.0004399857692095276
1,1,False,0.0855362537764351,Competitive,0.0006892477353288697,0.0851139931378913,0.011403248614889987,0.08330560915563244
1,0,True,0.37569234642497484,Non-Competitive,0.0018708152816069316,0.015035701511515226,0.00350850969522185,0.0021292168474249785
0,1,True,0.43548590130916426,Non-Competitive,0.004824734147302088,0.01805608912792931,5.2368434833798645e-05,0.002887750349324639
0,1,True,0.0751510574018127,Competitive,0.0018708152816069316,0.03702624292924609,0.008771668975000608,0.03360170337347794
0,1,False,0.051359516616314174,Competitive,0.09836549822764869,0.005245936386397657,0.0017541232686289305,0.006188036462838513
1,0,True,0.43548590130916415,Non-Competitive,0.0013784954706577393,0.01805608912792931,1.7280706301940254e-05,0.002887750349324639
0,1,False,0.048820913058073165,Competitive,0.0013784954706577393,0.046475993658951206,0.021052373961151043,0.04449176037438619
1,0,True,0.13651812688821757,Neutral,0.0018708152816069316,0.05994409633446819,0.0006664036841413205,0.054827333821278856
0,0,True,0.2296701913393756,Non-Competitive,0.0008861756597085466,0.07014452819690807,8.745616336565703e-05,0.07305875307738371
1,1,False,0.3756923464249748,Non-Competitive,0.000393855848759354,0.015035701511515226,0.00042078958441831173,0.0021292168474249785
0,1,False,0.1641220687670839,Neutral,0.0005907837731390312,0.09932646870132605,0.0019295619112882224,0.09598585591665447
1,1,False,0.08113041289023164,Competitive,0.0018708152816069316,0.03702624292924609,0.006140089335111229,0.03380131745292434
1,1,True,0.21834088620342396,Neutral,0.0018708152816069316,0.007087313047279662,0.000175175484695303,0.00013307605296426902
0,1,False,0.044100369251426644,Competitive,0.14759747932256792,0.003422222810990633,1.0,0.004435868432141193
0,0,True,0.05723996547259387,Competitive,0.06882630957069713,0.007870797053038931,0.0014032459833103466,0.0033554176211690726
1,0,False,0.16767371601208464,Neutral,0.0008861756597085466,0.07173420588975585,0.0008769300553324709,0.06806840109122363
0,1,True,0.07899043303121854,Competitive,0.002855454903505317,0.03845695285280909,0.00526289612181477,0.03639630048572759
0,1,False,0.15288267875125883,Neutral,0.0006892477353288697,0.08749850967716295,0.00263131648192539,0.08410406547341806
0,0,True,0.09859642497482378,Competitive,0.007778653012997242,0.026196563646720628,0.0013155266619807005,0.025716947235345
1,0,False,0.08786505538771401,Competitive,0.0038400945254037015,0.044987878707592036,0.013157635041482907,0.041719342604298354
0,1,True,0.052240684793554884,Competitive,0.019594328475777866,0.010306410375296409,0.00526289612181477,0.008117639230820414
0,1,True,0.09472557905337366,Competitive,0.0018708152816069316,0.055016095486640076,0.008420791689682024,0.05303080710626122
1,1,True,0.15763818954906567,Neutral,0.017625049231981094,0.013151639060735623,0.000262894806024949,0.005626159794766782
1,0,False,0.04431017119838872,Competitive,0.09836549822764869,0.004570323366937353,0.008771668975000608,0.0009980703972320179
1,1,True,0.1546869754951326,Neutral,0.0013784954706577393,0.1139843063485534,0.0017541232686289305,0.11542129660434161
0,1,True,0.061663789382822645,Competitive,0.0033477747144545094,0.022832692100245737,0.00701728254840769,0.019343554841589596
0,1,False,0.056961228600201405,Competitive,0.009747932256794014,0.015274153165445706,0.0014032459833103466,0.013107991216980504
0,1,False,0.0074899295065458255,Competitive,0.09836549822764869,0.0029806456740895763,0.016666407894668746,0.0007984563177856137
0,0,True,0.37569234642497484,Non-Competitive,0.009747932256794014,0.015035701511515226,0.00263131648192539,0.0021292168474249785
0,1,True,0.06850033568311516,Competitive,0.004332414336352895,0.027417524430252888,0.00526289612181477,0.02530662940536962
1,0,False,0.37569234642497484,Non-Competitive,0.014671130366285938,0.015035701511515226,0.0008769300553324709,0.0021292168474249785
1,1,False,0.43548590130916415,Non-Competitive,0.0016738873572272547,0.01805608912792931,0.000350614127354595,0.002887750349324639
1,0,True,0.08113041289023161,Competitive,0.0018708152816069316,0.03702624292924609,0.00526289612181477,0.03380131745292434
1,1,False,0.3756923464249748,Non-Competitive,0.0008861756597085466,0.015035701511515226,8.50877416897566e-06,0.0021292168474249785
0,0,True,0.13620342396777446,Neutral,0.0018708152816069316,0.03861592062209387,0.0008769300553324709,0.03479938785015636
1,1,False,0.07245859908246617,Competitive,0.004332414336352895,0.018627195558321298,0.00482429951516654,0.01551814639844301
0,1,False,0.09472557905337363,Competitive,0.0018708152816069316,0.055016095486640076,0.0017541232686289305,0.05303080710626122
1,0,False,0.45436807653575045,Non-Competitive,0.029440724694761715,0.019009895743637976,1.7280706301940254e-05,0.003127287244660324
0,1,True,0.0165436904485243,Competitive,0.006301693580149665,0.012508521589555155,0.02919272698054219,0.010369695511753941
0,1,True,0.0995720040281974,Competitive,0.0013784954706577393,0.07030349596619286,0.012280441828186446,0.06942577683145917
0,1,False,0.3756923464249748,Non-Competitive,0.019594328475777866,0.015035701511515226,5.2368434833798645e-05,0.0021292168474249785
0,1,False,0.15030211480362538,Neutral,0.0008861756597085466,0.1058062977731265,0.0019295619112882224,0.10173664249118372
1,0,False,0.05941591137965761,Competitive,0.0038400945254037015,0.020467100295415104,0.007894475761704147,0.01696719675294431
0,0,True,0.09472557905337363,Competitive,0.0018708152816069316,0.055016095486640076,0.00350850969522185,0.05303080710626122
0,1,True,0.05109726418261161,Competitive,0.11805829066561638,0.004969950675831598,0.00350850969522185,0.0059107946858274005
0,0,False,0.43548590130916415,Non-Competitive,0.029440724694761715,0.01805608912792931,0.000350614127354595,0.002887750349324639
1,1,True,0.12846173212487416,Neutral,0.0018708152816069316,0.08638573529216952,0.0008769300553324709,0.08769711890345333
0,0,False,0.09044561933534749,Competitive,0.12298148877510831,0.006027527918714479,0.0015786846259696384,0.0016634506620533634
0,1,True,0.08528449144008059,Competitive,0.0023631350925561244,0.04508060990633817,0.00438570290851831,0.043050103133941045
0,1,True,0.184352970795569,Neutral,0.000393855848759354,0.13638109873223206,0.004210264265859018,0.13380797125557256
0,1,False,0.05293303121852973,Competitive,0.04913351713272942,0.006901850649780756,0.0017541232686289305,0.007851487124891875
1,0,False,0.45436807653575034,Non-Competitive,0.014671130366285938,0.019009895743637976,0.000262894806024949,0.003127287244660324
0,0,True,0.45436807653575034,Non-Competitive,0.019594328475777866,0.019009895743637976,0.0007892107340028248,0.003127287244660324
0,1,False,0.2022910372608258,Neutral,0.0008861756597085466,0.16870454515347016,0.0350874653738944,0.16647814225830063
1,0,False,0.2362789526686807,Non-Competitive,0.0008861756597085466,0.17108906169274182,0.0009646493766621168,0.1712688801650143
0,1,False,0.07945199731453513,Competitive,0.011717211500590784,0.010222510719282788,0.00263131648192539,0.0064763679109255436
1,0,True,0.43548590130916415,Non-Competitive,0.0018708152816069316,0.01805608912792931,0.000175175484695303,0.002887750349324639
0,0,False,0.37569234642497484,Non-Competitive,0.0018708152816069316,0.015035701511515226,0.0008769300553324709,0.0021292168474249785
1,0,True,0.10662134944612288,Neutral,0.0008861756597085466,0.07014452819690807,0.00701728254840769,0.0668707166145452
0,1,True,0.03140735146022157,Competitive,0.0018708152816069316,0.033052048697126656,0.07017519390575279,0.03320247521458513
0,0,False,0.07162638469284995,Competitive,0.005809373769200473,0.02301058460396823,0.0010523686979917626,0.018564109388515538
1,0,False,0.45436807653575034,Non-Competitive,0.004824734147302088,0.019009895743637976,2.0789479155126096e-05,0.003127287244660324
0,1,True,0.04799219536757303,Competitive,0.1968294604174872,0.005835441864162041,0.00526289612181477,0.0036263224432763323
1,0,False,0.20868999664316884,Neutral,0.0013784954706577393,0.048065671351798976,0.000175175484695303,0.05087941091667111
0,0,True,0.040407854984894256,Competitive,0.024517526585269792,0.008041119662988329,0.17543837950132796,0.00688003193825271
0,0,False,0.0794519973145351,Competitive,0.2952934226073257,0.0060496067755573795,0.0010523686979917626,0.005478297513693525
1,0,True,0.15288267875125888,Neutral,0.0008861756597085466,0.07173420588975585,0.0017541232686289305,0.06766917293233082
0,1,False,0.06098942598187314,Competitive,0.04913351713272942,0.006027527918714479,0.00350850969522185,0.00206267882094617
0,0,False,0.13137797918764688,Neutral,0.002855454903505317,0.060694777467199645,0.0014032459833103466,0.06037216936145452
0,0,False,0.061409029875797314,Competitive,0.14759747932256792,0.005939212491332944,0.006140089335111229,0.0011755051345166017
0,0,True,0.43548590130916415,Non-Competitive,0.0005907837731390312,0.01805608912792931,3.482457056786945e-05,0.002887750349324639
1,0,False,0.43548590130916415,Non-Competitive,0.00029539188656951555,0.01805608912792931,1.7280706301940254e-05,0.002887750349324639
1,0,True,0.0751510574018127,Competitive,0.0018708152816069316,0.03702624292924609,0.007894475761704147,0.03360170337347794
0,1,False,0.21834088620342396,Neutral,0.04913351713272942,0.007087313047279662,0.00263131648192539,0.00013307605296426902
0,0,False,0.09472557905337368,Competitive,0.0018708152816069316,0.055016095486640076,0.0010523686979917626,0.05303080710626122
1,1,True,0.43548590130916426,Non-Competitive,0.00531705395825128,0.01805608912792931,0.00021026321322716138,0.002887750349324639
1,1,False,0.36448892245720044,Non-Competitive,0.000393855848759354,0.3347728747996344,0.003859386980540434,0.3372147182114579
0,0,False,0.10788016112789527,Neutral,0.019594328475777866,0.008809463881198088,0.0010523686979917626,0.004857275933195822
0,1,False,0.3756923464249748,Non-Competitive,0.014671130366285938,0.015035701511515226,0.00021026321322716138,0.0021292168474249785
0,0,False,0.04598858677408528,Competitive,0.14759747932256792,0.00421706165741452,0.021052373961151043,0.0012420431609987356
0,1,False,0.16389728096676737,Neutral,0.0006892477353288697,0.12969120510816434,0.008771668975000608,0.1248918757069632
1,0,True,0.37569234642497484,Non-Competitive,0.002855454903505317,0.015035701511515226,0.0014032459833103466,0.0021292168474249785
0,1,False,0.0671261329305136,Competitive,0.007778653012997242,0.019506670022652904,0.00263131648192539,0.017000465766185375
0,1,True,0.12619587109768376,Neutral,0.0010831035840882237,0.08813438075430206,0.003859386980540434,0.0862998203473285
1,0,True,0.2086899966431689,Neutral,0.0013784954706577393,0.048065671351798976,0.0008769300553324709,0.05087941091667111
0,1,True,0.43548590130916415,Non-Competitive,0.002855454903505317,0.01805608912792931,0.000350614127354595,0.002887750349324639
0,1,False,0.11102719033232634,Neutral,0.009747932256794014,0.012121292407964284,0.0008769300553324709,0.008184177257302548
1,1,True,0.06726949759427102,Competitive,0.008763292634895628,0.021989069493936045,0.0019295619112882224,0.023007370934709562
0,1,False,0.05688503736683094,Competitive,0.09344230011815675,0.007497282557539708,0.00701728254840769,0.0029802031861201673
1,0,False,0.45436807653575034,Non-Competitive,0.002855454903505317,0.019009895743637976,0.000175175484695303,0.003127287244660324
1,1,False,0.10223648875461562,Neutral,0.002855454903505317,0.05878716423578233,0.00350850969522185,0.05997294120256172
0,1,False,0.05293303121852973,Competitive,0.04913351713272942,0.006901850649780756,0.0021050005539475143,0.007851487124891875
0,0,True,0.05932150050352471,Competitive,0.007778653012997242,0.01775802456052035,0.004210264265859018,0.015603167210060548
0,0,False,0.45436807653575045,Non-Competitive,0.00935407640803466,0.019009895743637976,5.2368434833798645e-05,0.003127287244660324
1,1,True,0.18071640371489323,Neutral,0.004332414336352895,0.018627195558321298,0.0008769300553324709,0.021306954702388716
0,0,False,0.45436807653575034,Non-Competitive,0.019594328475777866,0.019009895743637976,0.0021050005539475143,0.003127287244660324
1,0,True,0.11555891238670697,Neutral,0.0023631350925561244,0.07062143150476241,0.005613773407133354,0.06667110253509881
1,1,True,0.17883356572933617,Neutral,0.005021662071681764,0.01664575968760515,0.0009217546285319199,0.019316500918733784
0,0,True,0.19819989929506554,Neutral,0.0018708152816069316,0.03702624292924609,0.0008769300553324709,0.03978973983631645
0,1,False,0.05129657603222561,Competitive,0.024517526585269792,0.009312861817266547,0.0017541232686289305,0.007119568833588396
0,0,False,0.43548590130916415,Non-Competitive,0.04913351713272942,0.01805608912792931,0.000262894806024949,0.002887750349324639
