Is Registered,Accepts Card,encoded__Miscellaneous Stores,Transaction Fees per Unit Turnover_Scaled,Current pricing,Average Transaction Amount Scaled,Total Annual Transaction Fees Scaled,Visa Debit Scaled,Visa Credit Scaled,Annual Card Turnover Scaled,Visa Business Debit Scaled
1,1,True,0.15760322255790532,Neutral,0.0018708152816069316,0.0022194373752107803,0.1077346257122274,0.11940013979792846,0.0012278073406510545,0.22007673438581044
0,1,True,0.14029456193353473,Neutral,0.0008861756597085466,0.008866588371841327,0.11349793699652892,0.13528626803075552,0.00526289612181477,0.09994339266620543
0,1,True,0.022595669687814707,Competitive,0.0038400945254037015,0.01188534064279648,0.017486410373960308,0.03297960221134906,0.014034828254779367,0.021322095729291154
0,1,True,0.045464081906680096,Competitive,0.2952934226073257,0.03719883624820168,0.016984303709037918,0.02334201775009849,0.03684185180048732,0.00612197832148563
1,1,False,0.43548590130916415,Non-Competitive,0.03436392280425364,0.0016597103916378454,0.16733250376579994,0.13032979602211348,0.00043833344868424097,0.0837159569784263
0,1,False,0.37569234642497484,Non-Competitive,0.9845411579361953,0.002234059456523219,0.1449341803654463,0.10859757259960603,0.000664789648628855,0.06220517013648659
0,0,False,0.008119335347432033,Competitive,0.04913351713272942,0.013048818080560446,0.0024232104263540513,0.01836436423714813,0.017543601107965205,0.006855777092898918
0,1,True,0.21834088620342396,Neutral,0.0013784954706577393,0.004715803999277992,0.08599122404872617,0.05140751096142848,0.0021050005539475143,0.005597836341908288
1,0,False,0.43548590130916415,Non-Competitive,0.024517526585269792,0.0003311449390560199,0.16733250376579994,0.13032979602211348,8.745616336565703e-05,0.0837159569784263
1,0,False,0.03581319234642498,Competitive,0.007778653012997242,0.010564636524253601,0.017551902547645555,0.03075554425875325,0.011227809972230695,0.013459966035599721
0,1,True,0.08400334600266383,Competitive,0.0304253643166601,0.0011253932684101482,0.031151035515770503,0.0450940561282519,0.0008769300553324709,0.1465277791867602
1,1,False,0.0538561597851628,Competitive,0.014671130366285938,0.005627718747795694,0.02198353963367935,0.032767787168243634,0.00526289612181477,0.02111243893745833
0,0,True,0.18020461411700084,Neutral,0.0009846396218983853,0.0017261743976034773,0.10426949434088019,0.11489425615370782,0.0008769300553324709,0.10806282842259889
0,1,False,0.0794519973145351,Competitive,0.2952934226073257,0.0010530512438524048,0.026415176719713135,0.04049903624155175,0.0008418423268006124,0.1419795794284735
0,0,False,0.1753516050711142,Neutral,0.0070894052776683735,0.00013475266133704863,0.07138557216385158,0.037236214104966,6.991229909972783e-05,0.19535733702558966
1,1,True,0.11616733803289696,Neutral,0.0013784954706577393,0.0031844161284913662,0.07070971685550134,0.07661350109084641,0.0021050005539475143,0.07017212822609285
1,0,True,0.37569234642497484,Non-Competitive,0.002855454903505317,0.0004706836182473064,0.1449341803654463,0.10859757259960603,0.0001400877561634446,0.06220517013648659
0,0,False,0.37569234642497484,Non-Competitive,0.2952934226073257,0.014739004898933775,0.1449341803654463,0.10859757259960603,0.00438570290851831,0.06220517013648659
1,0,True,0.43548590130916415,Non-Competitive,0.002855454903505317,0.00016507425748329177,0.16733250376579994,0.13032979602211348,4.359650270083405e-05,0.0837159569784263
0,0,False,0.43548590130916415,Non-Competitive,0.01860968885387948,6.54318485396549e-05,0.16733250376579994,0.13032979602211348,1.7280706301940254e-05,0.0837159569784263
1,0,True,0.37569234642497484,Non-Competitive,0.0018708152816069316,0.0002938036023710279,0.1449341803654463,0.10859757259960603,8.745616336565703e-05,0.06220517013648659
0,1,True,0.12267119838872108,Neutral,0.0008861756597085466,0.005470492067016781,0.08664614578557861,0.09779500540128361,0.00350850969522185,0.08547707402981318
1,0,False,0.06161883182275933,Competitive,0.014671130366285938,0.0019721984196859376,0.021808893837186448,0.05776196225455932,0.0017541232686289305,0.13642367444493364
0,1,True,0.12619587109768382,Neutral,0.0010831035840882237,0.004724608693401611,0.09594603444888335,0.11825633856516488,0.002982193767243974,0.16913013397069
1,0,False,0.43548590130916415,Non-Competitive,0.0023631350925561244,6.54318485396549e-05,0.16733250376579994,0.13032979602211348,1.7280706301940254e-05,0.0837159569784263
1,1,False,0.21834088620342396,Neutral,0.002855454903505317,0.0031435371914888487,0.08599122404872617,0.05140751096142848,0.0014032459833103466,0.005597836341908288
0,1,False,0.10223648875461562,Neutral,0.002855454903505317,0.029765158780974608,0.06983648787303032,0.07919764461671855,0.021052373961151043,0.18254816864792128
1,0,True,0.45436807653575034,Non-Competitive,0.0015754233950374162,0.013756338144065561,0.1744056585238064,0.1371926034186948,0.00350850969522185,0.0905088370337757
1,0,True,0.21834088620342396,Neutral,0.004824734147302088,0.0009816703307787777,0.08599122404872617,0.05140751096142848,0.00043833344868424097,0.005597836341908288
0,1,True,0.038991691842900314,Competitive,0.03928712091374557,0.025357701852039696,0.01300019647652105,0.03205820677384509,0.026315533240929802,0.08607459588653375
0,1,False,0.20996978851963743,Neutral,0.0008861756597085466,0.013390393044552638,0.1825266880607767,0.19082417233271906,0.006140089335111229,0.16284043021573685
0,1,True,0.05281501762336353,Competitive,0.7876132335565184,0.004657089660674616,0.01900091689043159,0.032161466607358455,0.00438570290851831,0.0057943895842505755
0,1,True,0.22462095781582186,Non-Competitive,0.0007877116975187081,0.006012662071236069,0.19718238114989517,0.20275641976092965,0.00263131648192539,0.30484796388312163
0,1,True,0.11046072507552872,Neutral,0.0013784954706577393,0.006457089488904467,0.07957299102757219,0.10237021033233781,0.00438570290851831,0.15340587458330712
0,1,False,0.1546869754951326,Neutral,0.0013784954706577393,0.004890577177631833,0.1244132992774019,0.13215140539280992,0.0027365796675209654,0.23496236660586517
0,1,False,0.06010825780463243,Competitive,0.00728633320204805,0.0035167933316579913,0.027179252079376513,0.051534599987291096,0.003157632409903266,0.103088244543682
1,0,True,0.37569234642497484,Non-Competitive,0.000393855848759354,0.0004706836182473064,0.1449341803654463,0.10859757259960603,0.0001400877561634446,0.06220517013648659
1,1,True,0.43548590130916415,Non-Competitive,0.002855454903505317,0.0003311449390560199,0.16733250376579994,0.13032979602211348,8.745616336565703e-05,0.0837159569784263
0,0,False,0.37569234642497484,Non-Competitive,0.002855454903505317,0.001060283671168235,0.1449341803654463,0.10859757259960603,0.0003155263988227366,0.06220517013648659
0,1,True,0.052240684793554884,Competitive,0.019594328475777866,0.003711125509100729,0.018992730368720935,0.04359153587087755,0.00350850969522185,0.09522611484999056
1,0,False,0.43548590130916415,Non-Competitive,0.0013784954706577393,6.54318485396549e-05,0.16733250376579994,0.13032979602211348,1.7280706301940254e-05,0.0837159569784263
0,1,True,0.05417086270560591,Competitive,0.005809373769200473,0.009399848864149811,0.026175038749535,0.039122238461374456,0.008771668975000608,0.02174140931295364
0,1,False,0.1823928211768091,Neutral,0.0005907837731390312,0.005221512387526171,0.1544211895249918,0.17499251082525893,0.00263131648192539,0.22528820321134035
0,1,False,0.06004531722054386,Competitive,0.1968294604174872,0.009766711119300614,0.021481432968760227,0.034568215034631755,0.008771668975000608,0.022894521668029424
0,1,True,0.05451127108982094,Competitive,0.03269003544702639,0.002825634758149969,0.020176506324909943,0.031014492919555825,0.00263131648192539,0.13485597050600978
1,0,True,0.37569234642497484,Non-Competitive,0.000393855848759354,0.0005886036288314921,0.1449341803654463,0.10859757259960603,0.000175175484695303,0.06220517013648659
0,1,False,0.05652064451158108,Competitive,0.14759747932256792,0.001144714398746512,0.018272316458183238,0.04746775115968736,0.0010523686979917626,0.05717340713252404
1,1,True,0.09162051023833505,Competitive,0.0013784954706577393,0.008921093621178018,0.06127884384482611,0.07089449492702865,0.0066664052630891054,0.05885066146717717
1,0,True,0.3756923464249748,Non-Competitive,0.0008861756597085466,5.796358120265647e-05,0.1449341803654463,0.10859757259960603,1.7280706301940254e-05,0.06220517013648659
0,0,False,0.13190248405505206,Neutral,0.0013784954706577393,0.003420256149659738,0.07660401248717336,0.08233250725466415,0.0021050005539475143,0.07583286160555065
1,1,True,0.0405337361530715,Competitive,0.004824734147302088,0.012309852680899548,0.022463815574038898,0.03552138272860138,0.01263131911350503,0.018177243851814587
0,0,False,0.43548590130916415,Non-Competitive,0.019594328475777866,0.0023239931179287582,0.16733250376579994,0.13032979602211348,0.0006137720913435328,0.0837159569784263
0,0,True,0.43548590130916415,Non-Competitive,0.14759747932256792,0.0013275690284923888,0.16733250376579994,0.13032979602211348,0.000350614127354595,0.0837159569784263
0,1,False,0.04777190332326285,Competitive,0.04913351713272942,0.004499617313206985,0.017224441679219327,0.04187583402173223,0.00438570290851831,0.00748474746839424
1,0,True,0.45436807653575034,Non-Competitive,0.0010831035840882237,0.006877670859988063,0.1744056585238064,0.1371926034186948,0.0017541232686289305,0.0905088370337757
1,0,False,0.09466263846928501,Competitive,0.009747932256794014,0.0009533695282385732,0.04224245202698276,0.05585562686662006,0.0007014914126731789,0.15717969683627903
0,1,False,0.007699731453507885,Competitive,0.07374950768018905,0.015595890309178857,0.0019865959351169013,0.017940734150937276,0.021052373961151043,0.006436463509233284
0,1,True,0.43548590130916415,Non-Competitive,0.0016738873572272547,0.0006632863022014762,0.16733250376579994,0.13032979602211348,0.000175175484695303,0.0837159569784263
1,0,True,0.20868999664316884,Neutral,0.0013784954706577393,0.00038001623233146586,0.10607549064553341,0.07089449492702865,0.000175175484695303,0.22867266285091203
1,1,False,0.0664264211180391,Competitive,0.009157148483654983,0.004065487685588186,0.028121224620040602,0.041010547037135414,0.00350850969522185,0.029271210687678476
1,0,False,0.43548590130916415,Non-Competitive,0.0013784954706577393,0.0019918517547833016,0.16733250376579994,0.13032979602211348,0.0005260527700138869,0.0837159569784263
1,1,False,0.12235649546827794,Neutral,0.0006892477353288697,0.010926257890045104,0.09712489357521774,0.10796212747029293,0.00701728254840769,0.08987986665828039
1,0,False,0.3756923464249748,Non-Competitive,0.000393855848759354,5.796358120265647e-05,0.1449341803654463,0.10859757259960603,1.7280706301940254e-05,0.06220517013648659
1,0,True,0.37569234642497484,Non-Competitive,0.0018708152816069316,0.0005886036288314921,0.1449341803654463,0.10859757259960603,0.000175175484695303,0.06220517013648659
1,0,True,0.43548590130916415,Non-Competitive,0.0018708152816069316,0.0013275690284923888,0.16733250376579994,0.13032979602211348,0.000350614127354595,0.0837159569784263
1,0,True,0.20868999664316884,Neutral,0.0013784954706577393,0.00038001623233146586,0.10607549064553341,0.07089449492702865,0.000175175484695303,0.22867266285091203
0,0,False,0.05031050688150386,Competitive,0.2952934226073257,0.0018309564514528795,0.015805444582703512,0.02677342144838915,0.0017541232686289305,0.13065811266955785
1,0,True,0.45436807653575034,Non-Competitive,9.846396218983852e-05,0.0003429369401144386,0.1744056585238064,0.1371926034186948,8.745616336565703e-05,0.0905088370337757
0,1,False,0.43548590130916415,Non-Competitive,0.0008861756597085466,0.0013275690284923888,0.16733250376579994,0.13032979602211348,0.000350614127354595,0.0837159569784263
1,0,False,0.027840718361866384,Competitive,0.002855454903505317,0.012409429578726193,0.022944091514395172,0.03827497828895596,0.014034828254779367,0.026563515525083334
1,0,True,0.43548590130916415,Non-Competitive,0.0013784954706577393,0.00664183083881969,0.16733250376579994,0.13032979602211348,0.0017541232686289305,0.0837159569784263
0,0,True,0.43548590130916415,Non-Competitive,0.0018708152816069316,0.0005304297569432938,0.16733250376579994,0.13032979602211348,0.0001400877561634446,0.0837159569784263
0,0,False,0.43548590130916415,Non-Competitive,0.0008861756597085466,3.2217712225109266e-05,0.16733250376579994,0.13032979602211348,8.50877416897566e-06,0.0837159569784263
1,1,False,0.43548590130916415,Non-Competitive,0.0038400945254037015,0.0005304297569432938,0.16733250376579994,0.13032979602211348,0.0001400877561634446,0.0837159569784263
1,1,True,0.2620845921450151,Non-Competitive,0.00029539188656951555,0.002685221417018314,0.20256729320846156,0.19883078096206394,0.0010523686979917626,0.20246556387194165
1,1,False,0.37569234642497495,Non-Competitive,0.058979913351713265,0.0007654836447077707,0.1449341803654463,0.10859757259960603,0.0002278070774930906,0.06220517013648659
0,1,True,0.0838368580060423,Competitive,0.0018708152816069316,0.04951440215361404,0.05966337022725783,0.07733367223740228,0.03859623822708024,0.13088873514057486
1,1,True,0.1621799021723493,Neutral,0.0012800315084679009,0.007103268685951407,0.13220998662088218,0.13971622836082162,0.003859386980540434,0.2424501091712844
1,1,False,0.21834088620342396,Neutral,0.006794013391098858,0.0019643370856469917,0.08599122404872617,0.05140751096142848,0.0008769300553324709,0.005597836341908288
0,1,True,0.15751930177912055,Neutral,0.0013784954706577393,0.011731703971228686,0.12794987665640511,0.1378704115566277,0.006490966620429813,0.11042623225779295
1,0,False,0.43548590130916415,Non-Competitive,0.009747932256794014,0.003320417207365127,0.16733250376579994,0.13032979602211348,0.0008769300553324709,0.0837159569784263
1,0,True,0.43548590130916415,Non-Competitive,0.00019692792437967703,6.54318485396549e-05,0.16733250376579994,0.13032979602211348,1.7280706301940254e-05,0.0837159569784263
1,1,False,0.14766231265920265,Neutral,0.006597085466719181,0.001065763483424794,0.06025665227122927,0.07219030460249093,0.0006137720913435328,0.06013326772308951
0,1,False,0.0071508400129318694,Competitive,0.21337140606538005,0.019392276460510463,0.0014154526246283258,0.01738657597543687,0.026315533240929802,0.0058879518287596605
1,1,False,0.0855362537764351,Competitive,0.0006892477353288697,0.014766519568070088,0.08297858405920491,0.09652411514265744,0.011403248614889987,0.08421913327882259
1,0,True,0.37569234642497484,Non-Competitive,0.0018708152816069316,0.011791004634329132,0.1449341803654463,0.10859757259960603,0.00350850969522185,0.06220517013648659
0,1,True,0.43548590130916426,Non-Competitive,0.004824734147302088,0.00019828839379783746,0.16733250376579994,0.13032979602211348,5.2368434833798645e-05,0.0837159569784263
0,1,True,0.0751510574018127,Competitive,0.0018708152816069316,0.010710071203974096,0.0480057633112843,0.060303742771811664,0.008771668975000608,0.04270708849613185
0,1,False,0.051359516616314174,Competitive,0.09836549822764869,0.0018440586748511222,0.016896980810793105,0.02783249666391306,0.0017541232686289305,0.1317063966287188
1,0,True,0.43548590130916415,Non-Competitive,0.0013784954706577393,6.54318485396549e-05,0.16733250376579994,0.13032979602211348,1.7280706301940254e-05,0.0837159569784263
0,1,False,0.048820913058073165,Competitive,0.0013784954706577393,0.021759176195712295,0.04477481607614446,0.05945648259939315,0.021052373961151043,0.047529194708261516
1,0,True,0.13651812688821757,Neutral,0.0018708152816069316,0.001104307141786331,0.07616739799593948,0.12194192031518075,0.0006664036841413205,0.1886282156110447
0,0,True,0.2296701913393756,Non-Competitive,0.0008861756597085466,0.00020261212751925757,0.12790621520728274,0.09207599923746584,8.745616336565703e-05,0.24963834203409024
1,1,False,0.3756923464249748,Non-Competitive,0.000393855848759354,0.0014140437029207917,0.1449341803654463,0.10859757259960603,0.00042078958441831173,0.06220517013648659
0,1,False,0.1641220687670839,Neutral,0.0005907837731390312,0.0035778197447546073,0.12060851585378214,0.12502836808612822,0.0019295619112882224,0.11809368064478269
1,1,False,0.08113041289023164,Competitive,0.0018708152816069316,0.007758140272349982,0.050363481563953094,0.060303742771811664,0.006140089335111229,0.04836782187558965
1,1,True,0.21834088620342396,Neutral,0.0018708152816069316,0.00039207027785784926,0.08599122404872617,0.05140751096142848,0.000175175484695303,0.005597836341908288
0,1,False,0.044100369251426644,Competitive,0.14759747932256792,1.0,0.015172353570413903,0.018152549194042703,1.0,0.09721785437239135
0,0,True,0.05723996547259387,Competitive,0.06882630957069713,0.0015338055117655306,0.019020798443156066,0.04819397416461524,0.0014032459833103466,0.05789223041880308
1,0,False,0.16767371601208464,Neutral,0.0008861756597085466,0.001647918390579427,0.10432903268059464,0.10351401156510134,0.0008769300553324709,0.10812000754764449
0,1,True,0.07899043303121854,Competitive,0.002855454903505317,0.00656950656566139,0.04682690418494989,0.0705979538666836,0.00526289612181477,0.12195735580854143
0,1,False,0.15288267875125883,Neutral,0.0006892477353288697,0.004668635995044318,0.10891348483856177,0.11368113363411067,0.00263131648192539,0.10686206679665387
0,0,True,0.09859642497482378,Competitive,0.007778653012997242,0.0018252897398331395,0.04633571288231056,0.05982715892482683,0.0013155266619807005,0.16111076168312477
1,0,False,0.08786505538771401,Competitive,0.0038400945254037015,0.01725659712490614,0.058550003274608686,0.06595920442269809,0.013157635041482907,0.044908484810365426
0,1,True,0.052240684793554884,Competitive,0.019594328475777866,0.005567186475695812,0.018992730368720935,0.04359153587087755,0.00526289612181477,0.09522611484999056
0,1,True,0.09472557905337366,Competitive,0.0018708152816069316,0.011455168444185372,0.06319994760626103,0.0864840820995107,0.008420791689682024,0.13768161519592426
1,1,True,0.15763818954906567,Neutral,0.017625049231981094,0.00047487632973474406,0.06015819998399044,0.0720947801712874,0.000262894806024949,0.06003871662089123
1,0,False,0.04431017119838872,Competitive,0.09836549822764869,0.008784044364432397,0.015914598205514434,0.02916693143547054,0.008771668975000608,0.011887540096861438
1,1,True,0.1546869754951326,Neutral,0.0013784954706577393,0.0031346276795780437,0.1244132992774019,0.13215140539280992,0.0017541232686289305,0.23496236660586517
0,1,True,0.061663789382822645,Competitive,0.0033477747144545094,0.00789402904645176,0.033971726093015256,0.046687061429386154,0.00701728254840769,0.02922915187837284
0,1,False,0.056961228600201405,Competitive,0.009747932256794014,0.001531020353420304,0.023904643395114278,0.04835737434072568,0.0014032459833103466,0.09994339266620543
0,1,False,0.0074899295065458255,Competitive,0.09836549822764869,0.012321644681957967,0.0017682886895016015,0.017728919107835042,0.016666407894668746,0.00622680671740361
0,0,True,0.37569234642497484,Non-Competitive,0.009747932256794014,0.00884300436972449,0.1449341803654463,0.10859757259960603,0.00263131648192539,0.06220517013648659
0,1,True,0.06850033568311516,Competitive,0.004332414336352895,0.006176439863714105,0.03591154190407361,0.060007201711463426,0.00526289612181477,0.11147451621695077
1,0,False,0.37569234642497484,Non-Competitive,0.014671130366285938,0.0029470038405152057,0.1449341803654463,0.10859757259960603,0.0008769300553324709,0.06220517013648659
1,1,False,0.43548590130916415,Non-Competitive,0.0016738873572272547,0.0013275690284923888,0.16733250376579994,0.13032979602211348,0.000350614127354595,0.0837159569784263
1,0,True,0.08113041289023161,Competitive,0.0018708152816069316,0.006649692172858636,0.050363481563953094,0.060303742771811664,0.00526289612181477,0.04836782187558965
1,1,False,0.3756923464249748,Non-Competitive,0.0008861756597085466,2.8483578556610052e-05,0.1449341803654463,0.10859757259960603,8.50877416897566e-06,0.06220517013648659
0,0,True,0.13620342396777446,Neutral,0.0018708152816069316,0.0014513850396057843,0.07158294583797235,0.07174175509944716,0.0008769300553324709,0.07667148877287878
1,1,False,0.07245859908246617,Competitive,0.004332414336352895,0.005797610911192911,0.03570778847483136,0.04265248917978014,0.00482429951516654,0.03655715593573179
0,1,False,0.09472557905337363,Competitive,0.0018708152816069316,0.0023857045901344823,0.06319994760626103,0.0864840820995107,0.0017541232686289305,0.13768161519592426
1,0,False,0.45436807653575045,Non-Competitive,0.029440724694761715,6.779024875133863e-05,0.1744056585238064,0.1371926034186948,1.7280706301940254e-05,0.0905088370337757
0,1,True,0.0165436904485243,Competitive,0.006301693580149665,0.023464771228801962,0.011189085981148074,0.0268695528910307,0.02919272698054219,0.015274303657220586
0,1,True,0.0995720040281974,Competitive,0.0013784954706577393,0.017129636580177163,0.07603641364856899,0.0932198004702294,0.012280441828186446,0.14661299452795773
0,1,False,0.3756923464249748,Non-Competitive,0.019594328475777866,0.00017588359178684213,0.1449341803654463,0.10859757259960603,5.2368434833798645e-05,0.06220517013648659
0,1,False,0.15030211480362538,Neutral,0.0008861756597085466,0.003387946066759671,0.11585565524919773,0.14214907542733685,0.0019295619112882224,0.1508899930813259
1,0,False,0.05941591137965761,Competitive,0.0038400945254037015,0.00875456436178635,0.03163271988997314,0.04441761453898456,0.007894475761704147,0.026982829108748982
