Annual Card Turnover,Average Transaction Amount,Is Registered,Accepts Card,Mastercard Debit,Visa Debit,Mastercard Credit,Visa Credit,Mastercard Business Debit,Visa Business Debit,MCC Category,MCC Category group,Total Annual Transaction Fees,Current Provider Grouped
200,28,Yes,Yes,0.006084,0.009126,0.0005407999999999999,0.0008112,0.00013519999999999998,0.0002028,Professional Services and Membership Organizations,Other,3.38,Other
80000,50,Yes,Yes,0.006084,0.009126,0.0005407999999999999,0.0008112,0.00013519999999999998,0.0002028,Miscellaneous Stores,Miscellaneous Stores,1351.9999999999998,Other
50000,20,No,No,0.0054,0.0081,0.00048,0.0007199999999999999,0.00012,0.00017999999999999998,Retail Outlet Services,Other,750.0,None
300000,20,Yes,Yes,0.0029040000000000003,0.0036060000000000003,0.0017848,0.0019272,0.00164,0.0017100000000000001,Miscellaneous Stores,Miscellaneous Stores,1821.6000000000001,Other
12000,2000,Yes,No,0.0036000000000000003,0.0054,0.00032,0.00048,8e-05,0.00012,Travel,Other,120.00000000000001,None
100000,400,No,Yes,0.0020300000000000006,0.0030200000000000005,0.0003380000000000001,0.00048200000000000006,0.00015000000000000001,0.0002,Miscellaneous Stores,Miscellaneous Stores,597.0000000000001,Other
70000,20,No,Yes,0.004264,0.0051459999999999995,0.002788,0.002932,0.002676,0.002764,Miscellaneous Stores,Miscellaneous Stores,564.9,Other
300000,10,Yes,Yes,0.00444,0.00516,0.003288,0.003432,0.0030800000000000003,0.00312,Miscellaneous Stores,Miscellaneous Stores,2256.0,Other
800000,40,Yes,Yes,0.0015080000000000002,0.0020120000000000003,0.000724,0.0008359999999999999,0.00058,0.00062,Miscellaneous Stores,Miscellaneous Stores,3024.0,Other
2100000,3000,Yes,Yes,0.0014926666666666664,0.0022306666666666664,0.00025666666666666665,0.00037666666666666664,9.666666666666667e-05,0.00013666666666666666,Miscellaneous Stores,Miscellaneous Stores,9464.0,Other
25000,350,No,Yes,0.006084,0.009126,0.0005407999999999999,0.0008112,0.00013519999999999998,0.0002028,Agricultural Services,Other,422.49999999999994,Other
37908,10000,Yes,Yes,0.0054,0.0081,0.00048,0.0007199999999999999,0.00012,0.00017999999999999998,Contracted Services,Other,568.62,Other
1000000,500,Yes,No,0.0010480000000000003,0.0015520000000000004,0.00026399999999999997,0.000376,0.00012000000000000002,0.00016,Business Services,Other,3320.0,None
120000,15,Yes,Yes,0.0036000000000000003,0.0054,0.00032,0.00048,8e-05,0.00012,Miscellaneous Stores,Miscellaneous Stores,1200.0,Other
5000,250,No,No,0.006084,0.009126,0.0005407999999999999,0.0008112,0.00013519999999999998,0.0002028,Business Services,Other,84.49999999999999,None
640000,80,No,No,0.00151,0.00214,0.00049,0.00061,0.00033,0.00037,Business Services,Other,2688.0,None
50000,310,Yes,Yes,0.0019252903225806454,0.002807290322580645,0.0004492903225806452,0.0005932903225806451,0.0003372903225806452,0.0004252903225806452,Miscellaneous Stores,Miscellaneous Stores,286.56451612903226,Other
300000,150,No,Yes,0.0016453333333333335,0.0024013333333333334,0.00038933333333333333,0.0005173333333333334,0.00022133333333333336,0.00026533333333333335,Transportation Services,Other,1431.9999999999998,Other
50000,11,Yes,No,0.004158181818181819,0.005328181818181819,0.002154181818181818,0.0023221818181818183,0.001930181818181818,0.0019861818181818184,Miscellaneous Stores,Miscellaneous Stores,439.4090909090909,None
48000,3000,Yes,Yes,0.0017806666666666667,0.0026626666666666665,0.00030466666666666674,0.0004486666666666667,0.0001926666666666667,0.0002806666666666667,Contracted Services,Other,268.16,Other
4000,73,Yes,No,0.0031539726027397263,0.004593972602739726,0.000529972602739726,0.000657972602739726,0.000481972602739726,0.0005859726027397261,Retail Outlet Services,Other,34.5358904109589,None
120000,15,No,Yes,0.0031333333333333335,0.004033333333333333,0.0016053333333333334,0.0017413333333333334,0.0014293333333333332,0.0014773333333333333,Miscellaneous Stores,Miscellaneous Stores,810.4,Other
8000,30,No,No,0.0054,0.0081,0.00048,0.0007199999999999999,0.00012,0.00017999999999999998,Miscellaneous Stores,Miscellaneous Stores,119.99999999999999,None
250000,3000,Yes,No,0.0054,0.0081,0.00048,0.0007199999999999999,0.00012,0.00017999999999999998,Retail Outlet Services,Other,3750.0,None
2500,30,No,No,0.006084,0.009126,0.0005407999999999999,0.0008112,0.00013519999999999998,0.0002028,Miscellaneous Stores,Miscellaneous Stores,42.24999999999999,None
1000,190,Yes,No,0.006084,0.009126,0.0005407999999999999,0.0008112,0.00013519999999999998,0.0002028,Professional Services and Membership Organizations,Other,16.9,None
5000,20,No,No,0.0054,0.0081,0.00048,0.0007199999999999999,0.00012,0.00017999999999999998,Miscellaneous Stores,Miscellaneous Stores,75.0,None
200000,10,Yes,Yes,0.0036200000000000004,0.00443,0.002272,0.002408,0.002092,0.002138,Miscellaneous Stores,Miscellaneous Stores,1392.0000000000002,Other
100000,150,No,No,0.0016400000000000002,0.00236,0.0005200000000000001,0.00068,0.00036800000000000005,0.00045200000000000004,Retail Outlet Services,Other,502.0,None
170000,12,Yes,Yes,0.0039040000000000004,0.004606000000000001,0.0027848,0.0029272,0.00264,0.00271,Miscellaneous Stores,Miscellaneous Stores,1202.24,Other
1000,25,No,No,0.006084,0.009126,0.0005407999999999999,0.0008112,0.00013519999999999998,0.0002028,Business Services,Other,16.9,None
80000,30,No,Yes,0.0036000000000000003,0.0054,0.00032,0.00048,8e-05,0.00012,Agricultural Services,Other,800.0,Other
1200000,30,Yes,Yes,0.003106666666666667,0.0038266666666666666,0.0019162666666666668,0.002041066666666667,0.0018346666666666667,0.0019186666666666668,Retail Outlet Services,Other,7572.799999999999,Other
200000,17,No,No,0.006300000000000001,0.009450000000000002,0.0005600000000000001,0.0008400000000000001,0.00014000000000000001,0.00021000000000000004,Miscellaneous Stores,Miscellaneous Stores,3500.0000000000005,None
25000,50,No,No,0.0036000000000000003,0.0054,0.00032,0.00048,8e-05,0.00012,Miscellaneous Stores,Miscellaneous Stores,250.0,None
1500000,400,Yes,Yes,0.001371,0.002019,0.00033420000000000005,0.00046380000000000005,0.00021019999999999996,0.0002778,Miscellaneous Stores,Miscellaneous Stores,6451.5,Other
350000,10,Yes,Yes,0.006548,0.007322,0.0052656000000000005,0.0053984,0.00508,0.00512,Retail Outlet Services,Other,3406.9,Other
250000,8000,Yes,Yes,0.00155425,0.0023282500000000005,0.00027185,0.00040465000000000005,8.625000000000001e-05,0.00012625,Miscellaneous Stores,Miscellaneous Stores,1185.0625,Other
150000,9,Yes,Yes,0.006995555555555556,0.007715555555555555,0.005805155555555556,0.005929955555555556,0.0057235555555555555,0.005807555555555555,Miscellaneous Stores,Miscellaneous Stores,1529.9333333333334,Other
250000,15,Yes,Yes,0.0034040000000000003,0.004106,0.0022848,0.0024272,0.00214,0.00221,Miscellaneous Stores,Miscellaneous Stores,1643.0,Other
156000,15,Yes,Yes,0.004773333333333333,0.005493333333333334,0.0035829333333333335,0.0037077333333333335,0.0035013333333333337,0.0035853333333333336,Retail Outlet Services,Other,1244.464,Other
180000,75,Yes,Yes,0.0018040000000000003,0.0025060000000000004,0.0006848,0.0008272,0.00054,0.0006100000000000001,Professional Services and Membership Organizations,Other,894.96,Other
8000,5,No,No,0.0054,0.0081,0.00048,0.0007199999999999999,0.00012,0.00017999999999999998,Miscellaneous Stores,Miscellaneous Stores,119.99999999999999,None
5000,30,No,Yes,0.006084,0.009126,0.0005407999999999999,0.0008112,0.00013519999999999998,0.0002028,Miscellaneous Stores,Miscellaneous Stores,84.49999999999999,Other
18000,30,Yes,No,0.0054,0.0081,0.00048,0.0007199999999999999,0.00012,0.00017999999999999998,Professional Services and Membership Organizations,Other,270.0,None
200000,200,Yes,Yes,0.0015540000000000003,0.002256,0.00043479999999999994,0.0005772,0.00029,0.00036,Miscellaneous Stores,Miscellaneous Stores,944.4000000000001,Other
1000,15,No,No,0.006084,0.009126,0.0005407999999999999,0.0008112,0.00013519999999999998,0.0002028,Retail Outlet Services,Other,16.9,None
500000,60,Yes,Yes,0.0017733333333333334,0.0024933333333333335,0.0005893333333333333,0.0007173333333333333,0.00041733333333333336,0.0004593333333333333,Miscellaneous Stores,Miscellaneous Stores,2391.6666666666665,Other
150000,7,Yes,Yes,0.005689714285714286,0.006391714285714286,0.004570514285714286,0.004712914285714286,0.004425714285714286,0.004495714285714286,Retail Outlet Services,Other,1328.6571428571428,Other
500000,2000,Yes,Yes,0.0016300000000000004,0.0024400000000000003,0.0002820000000000001,0.0004180000000000001,0.000102,0.000148,Retail Outlet Services,Other,2485.0000000000005,Other
150000,333,Yes,Yes,0.0015901501501501502,0.00231015015015015,0.00039975015015015017,0.0005245501501501502,0.00031815015015015013,0.0004021501501501501,Miscellaneous Stores,Miscellaneous Stores,719.1225225225224,Other
10000,5,No,No,0.0054,0.0081,0.00048,0.0007199999999999999,0.00012,0.00017999999999999998,Miscellaneous Stores,Miscellaneous Stores,150.0,None
60000,1500,Yes,Yes,0.0015320000000000002,0.002288,0.0003272,0.0004808,0.000136,0.000194,Contracted Services,Other,291.47999999999996,Other
380000,15,No,Yes,0.0028453333333333334,0.003601333333333333,0.0015893333333333332,0.0017173333333333333,0.0014213333333333333,0.0014653333333333332,Miscellaneous Stores,Miscellaneous Stores,2269.866666666667,Other
1000,10,No,No,0.0054,0.0081,0.00048,0.0007199999999999999,0.00012,0.00017999999999999998,Miscellaneous Stores,Miscellaneous Stores,14.999999999999998,None
120000,15,Yes,No,0.003313333333333334,0.0043033333333333335,0.0016213333333333334,0.0017653333333333334,0.0014333333333333333,0.0014833333333333332,Retail Outlet Services,Other,870.4000000000001,None
720000,50,No,Yes,0.00166,0.00229,0.00064,0.00076,0.00048,0.0005200000000000001,Miscellaneous Stores,Miscellaneous Stores,3131.9999999999995,Other
35000,200,Yes,No,0.006084,0.009126,0.0005407999999999999,0.0008112,0.00013519999999999998,0.0002028,Professional Services and Membership Organizations,Other,591.5,None
20000,1500,Yes,No,0.006084,0.009126,0.0005407999999999999,0.0008112,0.00013519999999999998,0.0002028,Miscellaneous Stores,Miscellaneous Stores,337.99999999999994,None
250000,500,Yes,Yes,0.0015,0.00222,0.00034800000000000006,0.000492,0.00014000000000000001,0.00018,Agricultural Services,Other,1145.0,Other
100000,12,No,No,0.006300000000000001,0.009450000000000002,0.0005600000000000001,0.0008400000000000001,0.00014000000000000001,0.00021000000000000004,Miscellaneous Stores,Miscellaneous Stores,1750.0000000000002,None
40000,100,No,No,0.0022640000000000004,0.003146,0.0007880000000000001,0.0009320000000000001,0.0006760000000000001,0.000764,Business Services,Other,242.8,None
1200000,750,Yes,Yes,0.0010346666666666668,0.001538666666666667,0.0002506666666666666,0.00036266666666666663,0.00010666666666666667,0.00014666666666666666,Transportation Services,Other,3968.0,Other
10000,18,Yes,Yes,0.006084,0.009126,0.0005407999999999999,0.0008112,0.00013519999999999998,0.0002028,Miscellaneous Stores,Miscellaneous Stores,168.99999999999997,Other
10000,15,No,No,0.004213333333333334,0.005653333333333333,0.0015893333333333332,0.0017173333333333333,0.0015413333333333334,0.0016453333333333333,Miscellaneous Stores,Miscellaneous Stores,96.93333333333334,None
200000,94,No,Yes,0.0018327659574468088,0.002642765957446809,0.00048476595744680853,0.0006207659574468086,0.0003047659574468085,0.00035076595744680853,Business Services,Other,1034.553191489362,Other
30000,15,No,No,0.006084,0.009126,0.0005407999999999999,0.0008112,0.00013519999999999998,0.0002028,Transportation Services,Other,506.99999999999994,None
400000,8,No,Yes,0.00394,0.00466,0.002756,0.0028840000000000003,0.002584,0.002626,Retail Outlet Services,Other,2780.0,Other
1000,5,No,No,0.0054,0.0081,0.00048,0.0007199999999999999,0.00012,0.00017999999999999998,Professional Services and Membership Organizations,Other,14.999999999999998,None
10000,20,No,No,0.0054,0.0081,0.00048,0.0007199999999999999,0.00012,0.00017999999999999998,Miscellaneous Stores,Miscellaneous Stores,150.0,None
20000,20,No,No,0.006084,0.009126,0.0005407999999999999,0.0008112,0.00013519999999999998,0.0002028,Miscellaneous Stores,Miscellaneous Stores,337.99999999999994,None
10000,15,No,No,0.004213333333333334,0.005653333333333333,0.0015893333333333332,0.0017173333333333333,0.0015413333333333334,0.0016453333333333333,Miscellaneous Stores,Miscellaneous Stores,96.93333333333334,None
100000,3000,Yes,No,0.0014566666666666667,0.0021766666666666666,0.00026626666666666667,0.0003910666666666667,0.0001846666666666667,0.0002686666666666667,Retail Outlet Services,Other,466.06666666666666,None
5000,2,No,No,0.006300000000000001,0.009450000000000002,0.0005600000000000001,0.0008400000000000001,0.00014000000000000001,0.00021000000000000004,Miscellaneous Stores,Miscellaneous Stores,87.50000000000001,None
20000,10,Yes,Yes,0.006084,0.009126,0.0005407999999999999,0.0008112,0.00013519999999999998,0.0002028,Retail Outlet Services,Other,337.99999999999994,Other
800000,30,No,No,0.0016746666666666668,0.002178666666666667,0.0008906666666666666,0.0010026666666666667,0.0007466666666666666,0.0007866666666666666,Retail Outlet Services,Other,3157.3333333333335,None
100000,15,No,No,0.006084,0.009126,0.0005407999999999999,0.0008112,0.00013519999999999998,0.0002028,Miscellaneous Stores,Miscellaneous Stores,1689.9999999999998,None
8000,20,Yes,No,0.006084,0.009126,0.0005407999999999999,0.0008112,0.00013519999999999998,0.0002028,Miscellaneous Stores,Miscellaneous Stores,135.2,None
500,10,Yes,No,0.006084,0.009126,0.0005407999999999999,0.0008112,0.00013519999999999998,0.0002028,Professional Services and Membership Organizations,Other,8.45,None
8000,40,No,Yes,0.006084,0.009126,0.0005407999999999999,0.0008112,0.00013519999999999998,0.0002028,Agricultural Services,Other,135.2,Other
60000,4,No,Yes,0.0071600000000000006,0.00824,0.005288,0.005432,0.005108,0.005162,Miscellaneous Stores,Miscellaneous Stores,683.4000000000001,Other
13000,600,No,Yes,0.0054,0.0081,0.00048,0.0007199999999999999,0.00012,0.00017999999999999998,Agricultural Services,Other,195.00000000000003,Other
2200000,20,Yes,Yes,0.002796,0.003444,0.0017592,0.0018888000000000002,0.0016352,0.0017028,Miscellaneous Stores,Miscellaneous Stores,12597.2,Other
220000,14,No,Yes,0.005011428571428571,0.005731428571428571,0.0038210285714285713,0.003945828571428571,0.0037394285714285715,0.0038234285714285714,Miscellaneous Stores,Miscellaneous Stores,1807.3942857142858,Other
50000,70,No,Yes,0.0036000000000000003,0.0054,0.00032,0.00048,8e-05,0.00012,Clothing Stores,Other,500.0,Other
370000,15,Yes,Yes,0.004881333333333334,0.005655333333333333,0.0035989333333333335,0.0037317333333333337,0.0034133333333333338,0.0034533333333333334,Miscellaneous Stores,Miscellaneous Stores,2984.9133333333334,Other
50000,100,No,No,0.006084,0.009126,0.0005407999999999999,0.0008112,0.00013519999999999998,0.0002028,Business Services,Other,844.9999999999999,None
1000,3,No,No,0.006084,0.009126,0.0005407999999999999,0.0008112,0.00013519999999999998,0.0002028,Miscellaneous Stores,Miscellaneous Stores,16.9,None
35000,68,No,Yes,0.0028141176470588237,0.0040741176470588236,0.0006461176470588235,0.0008221176470588235,0.0004061176470588235,0.00046211764705882347,Clothing Stores,Other,271.3941176470588,Other
1500000,2168,Yes,Yes,0.0010172250922509227,0.0015212250922509228,0.00023322509225092247,0.0003452250922509225,8.922509225092252e-05,0.00012922509225092251,Retail Outlet Services,Other,4933.837638376384,Other
650000,8,No,Yes,0.0035080000000000003,0.004012,0.002724,0.002836,0.0025800000000000003,0.00262,Retail Outlet Services,Other,3757.0000000000005,Other
200000,20,No,No,0.0054,0.0081,0.00048,0.0007199999999999999,0.00012,0.00017999999999999998,Miscellaneous Stores,Miscellaneous Stores,3000.0,None
3000,50,Yes,Yes,0.006084,0.009126,0.0005407999999999999,0.0008112,0.00013519999999999998,0.0002028,Miscellaneous Stores,Miscellaneous Stores,50.699999999999996,Other
500000,20,Yes,Yes,0.0024400000000000003,0.00316,0.001256,0.001384,0.0010840000000000001,0.001126,Miscellaneous Stores,Miscellaneous Stores,2725.0,Other
100000,1000,Yes,Yes,0.00149,0.00221,0.0002996,0.00042440000000000007,0.000218,0.000302,Business Services,Other,469.4,Other
1000,15,No,No,0.006084,0.009126,0.0005407999999999999,0.0008112,0.00013519999999999998,0.0002028,Miscellaneous Stores,Miscellaneous Stores,16.9,None
1200000,15,Yes,Yes,0.0023413333333333333,0.0028453333333333334,0.0015573333333333333,0.0016693333333333332,0.0014133333333333333,0.0014533333333333334,Retail Outlet Services,Other,5536.0,Other
38000,20,No,No,0.0033,0.004200000000000001,0.001884,0.002076,0.001676,0.001764,Miscellaneous Stores,Miscellaneous Stores,281.20000000000005,None
5000,10,Yes,No,0.004880000000000001,0.00632,0.002256,0.002384,0.002208,0.0023120000000000003,Miscellaneous Stores,Miscellaneous Stores,51.800000000000004,None
24000,5,No,Yes,0.0054,0.0081,0.00048,0.0007199999999999999,0.00012,0.00017999999999999998,Business Services,Other,359.99999999999994,Other
110000,7,Yes,Yes,0.004657142857142857,0.005557142857142858,0.0031291428571428572,0.003265142857142857,0.0029531428571428573,0.003001142857142857,Retail Outlet Services,Other,910.4857142857143,Other
350000,20,No,Yes,0.0025120000000000003,0.003268,0.001256,0.001384,0.001088,0.001132,Retail Outlet Services,Other,1974.0,Other
10000,20,No,Yes,0.0036000000000000003,0.0054,0.00032,0.00048,8e-05,0.00012,Miscellaneous Stores,Miscellaneous Stores,100.0,Other
57000000,1500,Yes,Yes,0.0014373333333333336,0.0021393333333333334,0.0002573333333333333,0.00036933333333333333,0.00017733333333333338,0.00024933333333333334,Contracted Services,Other,254410.0,Other
80000,700,Yes,No,0.001554857142857143,0.0023108571428571427,0.00035005714285714286,0.0005036571428571428,0.00015885714285714285,0.00021685714285714285,Miscellaneous Stores,Miscellaneous Stores,390.4685714285714,None
50000,10,No,No,0.0041600000000000005,0.00524,0.002288,0.002432,0.002108,0.002162,Transportation Services,Other,419.50000000000006,None
300000,30,Yes,Yes,0.0024040000000000003,0.0031060000000000003,0.0012848,0.0014272,0.00114,0.0012100000000000001,Miscellaneous Stores,Miscellaneous Stores,1671.6000000000001,Other
150000,8,Yes,Yes,0.0043,0.0052,0.002772,0.002908,0.0025960000000000002,0.002644,Professional Services and Membership Organizations,Other,1188.0,Other
75000,80,Yes,No,0.002389,0.003271,0.0009130000000000001,0.001057,0.0008010000000000001,0.000889,Miscellaneous Stores,Miscellaneous Stores,464.62499999999994,None
750000,40,No,No,0.002762,0.0035180000000000003,0.0014996,0.0016244,0.00133,0.0013700000000000001,Retail Outlet Services,Other,4390.5,None
300000,200,Yes,Yes,0.0015540000000000003,0.002256,0.00043479999999999994,0.0005772,0.00029,0.00036,Miscellaneous Stores,Miscellaneous Stores,1416.6000000000001,Other
480000,20,Yes,Yes,0.0029040000000000003,0.0036060000000000003,0.0017848,0.0019272,0.00164,0.0017100000000000001,Miscellaneous Stores,Miscellaneous Stores,2914.5600000000004,Other
15000,180,No,Yes,0.0028111111111111114,0.004161111111111111,0.00047911111111111114,0.0006631111111111111,0.00022711111111111112,0.0002851111111111111,Miscellaneous Stores,Miscellaneous Stores,121.06666666666666,Other
500000,1000,No,No,0.0014600000000000001,0.00218,0.000276,0.000404,0.00010400000000000001,0.000146,Retail Outlet Services,Other,2235.0,None
100000,15,No,Yes,0.004773333333333333,0.005493333333333334,0.0035829333333333335,0.0037077333333333335,0.0035013333333333337,0.0035853333333333336,Miscellaneous Stores,Miscellaneous Stores,797.7333333333333,Other
400000,35,Yes,Yes,0.0020114285714285716,0.0027314285714285713,0.0008274285714285714,0.0009554285714285715,0.0006554285714285715,0.0006974285714285715,Miscellaneous Stores,Miscellaneous Stores,2008.5714285714287,Other
80000,100,Yes,Yes,0.0017040000000000002,0.002406,0.0005847999999999999,0.0007272,0.00043999999999999996,0.00051,Business Services,Other,389.76,Other
950000,1000,Yes,Yes,0.0010280000000000003,0.0015320000000000004,0.00024399999999999997,0.000356,0.0001,0.00014000000000000001,Retail Outlet Services,Other,3135.0,Other
150000,100,Yes,No,0.0054,0.0081,0.00048,0.0007199999999999999,0.00012,0.00017999999999999998,Miscellaneous Stores,Miscellaneous Stores,2250.0,None
