Is Registered,Accepts Card,MCC_Category_Agricultural Services,MCC_Category_Business Services,MCC_Category_Clothing Stores,MCC_Category_Contracted Services,MCC_Category_Miscellaneous Stores,MCC_Category_Professional Services and Membership Organizations,MCC_Category_Retail Outlet Services,MCC_Category_Transportation Services,MCC_Category_Travel,MCC_Category_Utility Services,Current Provider,Transaction_per_Unit_Turnover_RobustScaled,Average_Transaction_Amount_Scaled,Total_Annual_Transaction_Fees_Scaled,Current pay
1,0,False,False,False,True,False,False,False,False,False,False,1,24.526967649805023,11.085714285714284,-0.3073241762891501,Non-Competitive
0,0,False,False,False,False,False,False,True,False,False,False,1,24.526967649805023,56.8,0.0331225481756432,Non-Competitive
0,0,False,False,False,False,False,False,True,False,False,False,1,-0.1591420882078321,0.0,0.6596836179954302,Competitive
1,1,False,False,False,False,False,False,True,False,False,False,0,-0.1393694732795078,0.0,0.3381063964103298,Neutral
1,1,False,False,False,False,True,False,False,False,False,False,0,-0.106415115065634,-0.1714285714285714,-0.2086087304158021,Neutral
1,0,False,False,False,False,False,False,True,False,False,False,1,0.1201460976547482,-0.1714285714285714,-0.3365053241004181,Neutral
1,1,False,False,False,False,False,False,True,False,False,False,0,-0.1877711869061349,-0.32,4.262443570955418,Competitive
0,1,False,True,False,False,False,False,False,False,False,False,0,1.0469874224199485,11.085714285714284,0.6984757519252264,Non-Competitive
0,1,False,False,False,False,False,False,True,False,False,False,0,0.4290932059098149,8.228571428571428,0.9008114499042366,Neutral
0,1,False,False,False,False,False,True,False,False,False,False,0,-0.1640852419399132,0.2857142857142857,1.9940680562729256,Competitive
1,0,False,False,False,False,False,False,False,True,False,False,1,-0.0652221672982918,-0.2857142857142857,-0.3073241762891501,Neutral
1,0,False,False,False,False,False,True,False,False,False,False,1,0.0583566760037348,-0.2857142857142857,-0.3681182342292917,Neutral
0,1,False,False,False,False,True,False,False,False,False,False,0,1.3559345306750152,5.371428571428571,-0.019749256123907,Non-Competitive
0,0,False,False,False,False,True,False,False,False,False,False,1,0.0583566760037348,0.8,0.5194750116967767,Neutral
0,1,False,False,False,False,True,False,False,False,False,False,0,-0.1640852419399132,-0.1142857142857142,2.834512738057372,Competitive
1,0,False,False,False,False,False,False,True,False,False,False,1,-0.100530408241728,-0.2285714285714285,-0.044693845987738,Neutral
0,1,False,False,False,False,False,False,True,False,False,False,0,-0.1808919646289888,-0.2514285714285714,0.7461882125671535,Competitive
1,0,False,False,False,False,True,False,False,False,False,False,1,-0.1640852419399132,-0.2285714285714285,0.5194750116967767,Competitive
0,1,False,True,False,False,False,False,False,False,False,False,0,-0.0652221672982918,-0.2285714285714285,-0.2586889299370367,Neutral
0,1,False,False,False,False,True,False,False,False,False,False,0,-0.1617152367259017,0.5714285714285714,2.817996767701527,Competitive
0,1,False,False,False,False,True,False,False,False,False,False,0,0.3055143626077882,-0.1142857142857142,-0.288842782675347,Neutral
1,0,False,True,False,False,False,False,False,False,False,False,1,0.3055143626077882,0.2285714285714285,-0.08846556770464,Neutral
0,1,False,False,False,False,False,True,False,False,False,False,0,34.41327511396715,-0.0228571428571428,-0.4499421726920872,Non-Competitive
0,1,False,False,False,False,True,False,False,False,False,False,0,-0.0343274564727851,0.2285714285714285,0.8618671460156544,Neutral
1,0,False,False,False,False,False,False,True,False,False,False,1,-0.0899379359586971,-0.1142857142857142,0.27629877993621,Neutral
0,1,False,False,False,False,True,False,False,False,False,False,0,-0.1723238314933816,-0.1142857142857142,0.8829334057025798,Competitive
0,0,False,False,False,False,False,False,False,False,True,False,1,41.00414675674191,22.51428571428572,-0.3365053241004181,Non-Competitive
1,1,False,False,False,False,True,False,False,False,False,False,0,0.799829735815895,4.228571428571429,0.1226401935293723,Neutral
1,1,False,False,False,False,True,False,False,False,False,False,0,-0.1181845287134461,-0.1142857142857142,-0.0730241201640758,Neutral
0,1,False,False,False,False,True,False,False,False,False,False,0,-0.18056242104685,-0.2285714285714285,0.8697149293670317,Competitive
0,1,False,False,False,False,True,False,False,False,False,False,0,-0.1764431262701158,0.1142857142857142,2.1004240020776974,Competitive
0,1,False,False,False,False,True,False,False,False,False,False,0,0.1642813988340434,33.94285714285714,8.718557702315326,Neutral
1,1,True,False,False,False,False,False,False,False,False,False,0,3.271406601856429,3.657142857142857,-0.0422620836701323,Non-Competitive
0,1,False,False,False,True,False,False,False,False,False,False,0,65.01054651605722,113.94285714285714,0.0998695602692836,Non-Competitive
0,0,False,True,False,False,False,False,False,False,False,False,1,-0.0652221672982918,5.371428571428571,2.737369864239573,Neutral
0,1,False,False,False,False,True,False,False,False,False,False,0,-0.1579062997748118,-0.1714285714285714,0.71401599710523,Competitive
1,0,False,True,False,False,False,False,False,False,False,False,1,12.16908331960235,2.5142857142857142,-0.3710363490104185,Non-Competitive
1,0,False,True,False,False,False,False,False,False,False,False,1,-0.1579062997748118,0.5714285714285714,2.0063828897312512,Competitive
0,1,False,False,False,False,True,False,False,False,False,False,0,1.3435766463448124,3.2,-0.1822878998864476,Non-Competitive
1,1,False,False,False,False,False,False,False,True,False,False,0,-0.0652221672982918,1.3714285714285714,0.900955877131804,Neutral
0,0,False,False,False,False,True,False,False,False,False,False,1,-0.1344263195474268,-0.2171428571428571,-0.1136259070583978,Neutral
0,1,False,False,False,True,False,False,False,False,False,False,0,15.258554402153017,33.94285714285714,-0.1931631916783147,Non-Competitive
0,0,False,False,False,False,False,False,True,False,False,False,1,4.321826769923655,0.4914285714285714,-0.420693751009098,Non-Competitive
1,1,False,False,False,False,True,False,False,False,False,False,0,-0.1579062997748118,-0.1714285714285714,0.1802608989155312,Competitive
1,0,False,False,False,False,True,False,False,False,False,False,1,0.7380403141648817,0.0,-0.3365053241004181,Neutral
0,0,False,False,False,False,False,False,True,False,False,False,1,2.777091228648322,33.94285714285714,3.1944135610630107,Non-Competitive
1,0,False,False,False,False,True,False,False,False,False,False,1,2.777091228648322,0.0,-0.4121331321779543,Non-Competitive
0,0,False,False,False,False,False,True,False,False,False,False,1,46.77115944416983,1.8285714285714283,-0.4367912020784758,Non-Competitive
1,0,False,False,False,False,True,False,False,False,False,False,1,0.799829735815895,-0.1142857142857142,-0.3802770458173201,Neutral
0,1,False,False,False,False,True,False,False,False,False,False,0,-0.1764431262701158,-0.2285714285714285,0.5136232188556907,Competitive
1,0,False,False,False,False,False,False,True,False,False,False,1,0.1819355193057615,1.3714285714285714,0.0157076282438493,Neutral
0,1,False,False,False,False,True,False,False,False,False,False,0,-0.1713545856635618,-0.2057142857142857,0.3046853250925772,Competitive
1,0,False,True,False,False,False,False,False,False,False,False,1,5.990141154501016,-0.0571428571428571,-0.4367912020784758,Non-Competitive
1,1,True,False,False,False,False,False,False,False,False,False,0,-0.0961168781237985,0.0,0.3249340262883233,Neutral
0,1,False,False,False,False,False,False,True,False,False,False,0,-0.1826220684352172,0.0,4.976494585438021,Competitive
1,0,False,False,False,False,True,False,False,False,False,False,1,-0.167792607238974,-0.1485714285714285,2.9512373293024443,Competitive
1,0,False,False,False,False,True,False,False,False,False,False,1,0.3055143626077882,0.2285714285714285,-0.2100536835849234,Neutral
0,1,False,False,False,False,True,False,False,False,False,False,0,-0.1228922941725709,4.228571428571429,5.713209065415378,Neutral
0,1,False,False,False,False,False,False,True,False,False,False,0,-0.1817393624116313,-0.2285714285714285,1.1665032522389234,Competitive
0,1,False,False,False,False,True,False,False,False,False,False,0,7.720244960729389,91.08571428571427,0.6979735607857899,Non-Competitive
0,1,False,False,False,False,True,False,False,False,False,False,0,-0.1739715494040753,-0.24,0.2281207048998064,Competitive
0,1,False,False,False,False,True,False,False,False,False,False,0,-0.1739715494040753,-0.1714285714285714,0.6607954197270395,Competitive
0,1,False,False,False,False,False,False,True,False,False,False,0,-0.1650358484268518,-0.1714285714285714,0.2538087525934744,Competitive
0,1,False,False,False,False,False,True,False,False,False,False,0,-0.0858186411819629,0.5142857142857142,0.3475875303119173,Neutral
1,0,False,False,False,False,True,False,False,False,False,False,1,-0.0343274564727851,-0.2857142857142857,-0.3365053241004181,Neutral
1,1,False,False,False,False,True,False,False,False,False,False,0,1.294145109024002,0.0,-0.3710363490104185,Non-Competitive
0,0,False,False,False,False,False,True,False,False,False,False,1,0.2231284670731038,0.0,-0.190599585044078,Neutral
0,1,False,False,False,False,True,False,False,False,False,False,0,0.0583566760037348,1.9428571428571428,0.4363448861497517,Neutral
1,0,False,False,False,False,False,False,True,False,False,False,1,3.518564288460482,-0.1714285714285714,-0.4367912020784758,Non-Competitive
0,1,False,False,False,False,True,False,False,False,False,False,0,-0.1591420882078321,0.3428571428571428,1.7117599701444437,Competitive
0,1,False,False,False,False,False,False,True,False,False,False,0,-0.1772669852254627,-0.2628571428571428,0.2167100423585204,Competitive
0,1,False,False,False,False,False,False,True,False,False,False,0,0.799829735815895,22.51428571428572,1.959102426801523,Neutral
0,1,False,False,False,False,True,False,False,False,False,False,0,0.35988905366068,3.462857142857143,0.224458076509657,Neutral
1,0,False,False,False,False,True,False,False,False,False,False,1,-0.0652221672982918,-0.2857142857142857,-0.3073241762891501,Neutral
0,1,False,False,False,True,False,False,False,False,False,False,0,5.990141154501016,16.8,-0.1708674819879365,Non-Competitive
1,1,False,False,False,False,True,False,False,False,False,False,0,-0.1790447861291059,-0.1714285714285714,1.2641301764519162,Competitive
1,0,False,False,False,False,True,False,False,False,False,False,1,2.282775855440216,-0.2285714285714285,-0.4386393414398561,Non-Competitive
0,0,False,False,False,False,False,False,True,False,False,False,1,-0.1579062997748118,-0.1714285714285714,0.2387010109322307,Competitive
1,1,False,False,False,False,True,False,False,False,False,False,0,-0.1716372823639259,0.2285714285714285,2.31424944628772,Competitive
0,0,False,False,False,False,False,True,False,False,False,False,1,1.2235286271371293,1.9428571428571428,0.1221250490000107,Non-Competitive
0,0,False,False,False,False,True,False,False,False,False,False,1,18.348025484703687,16.8,-0.1244556500052039,Non-Competitive
0,1,True,False,False,False,False,False,False,False,False,False,0,0.3055143626077882,5.371428571428571,0.6459926016063249,Neutral
1,0,False,False,False,False,True,False,False,False,False,False,1,-0.1591420882078321,-0.2057142857142857,1.249003706978477,Competitive
1,0,False,True,False,False,False,False,False,False,False,False,1,0.4290932059098149,0.8,-0.2364028982716005,Neutral
0,1,False,False,False,False,False,False,False,True,False,False,0,-0.0343274564727851,8.228571428571428,3.3754387726020147,Neutral
0,1,False,False,False,False,True,False,False,False,False,False,0,0.2560828252869775,-0.1371428571428571,-0.288842782675347,Neutral
1,0,False,False,False,False,True,False,False,False,False,False,1,0.1819355193057615,-0.1714285714285714,-0.3718033592688889,Neutral
1,1,False,True,False,False,False,False,False,False,False,False,0,-0.0726368978964134,0.7314285714285714,0.5118986751075933,Neutral
1,0,False,False,False,False,False,False,False,True,False,False,1,-0.0652221672982918,-0.1714285714285714,0.0399314826649391,Neutral
1,1,False,False,False,False,False,False,True,False,False,False,0,-0.1838578568682374,-0.2514285714285714,1.2825133917150828,Competitive
1,0,False,False,False,False,False,True,False,False,False,False,1,1.0469874224199485,-0.2857142857142857,-0.4386393414398561,Non-Competitive
1,0,False,False,False,False,True,False,False,False,False,False,1,0.3055143626077882,-0.1142857142857142,-0.3073241762891501,Neutral
1,0,False,False,False,False,True,False,False,False,False,False,1,0.0583566760037348,-0.1142857142857142,-0.1244556500052039,Neutral
1,0,False,False,False,False,True,False,False,False,False,False,1,0.1819355193057615,-0.1714285714285714,-0.3718033592688889,Neutral
0,0,False,False,False,False,False,False,True,False,False,False,1,7.225929587521282,33.94285714285714,-0.0014982184909261,Non-Competitive
1,0,False,False,False,False,True,False,False,False,False,False,1,-0.0899379359586971,-0.32,-0.3681182342292917,Neutral
0,1,False,False,False,False,False,False,True,False,False,False,0,-0.0652221672982918,-0.2285714285714285,-0.1244556500052039,Neutral
1,0,False,False,False,False,False,False,True,False,False,False,1,-0.1795325973526665,0.0,2.1008493983657908,Competitive
1,0,False,False,False,False,True,False,False,False,False,False,1,-0.1517273576097105,-0.1714285714285714,1.1906414113559405,Neutral
0,0,False,False,False,False,True,False,False,False,False,False,1,0.4290932059098149,-0.1142857142857142,-0.3217202092093756,Neutral
0,0,False,False,False,False,False,True,False,False,False,False,1,4.754352721480749,-0.2285714285714285,-0.445010558711983,Non-Competitive
1,1,True,False,False,False,False,False,False,False,False,False,0,1.0469874224199485,0.1142857142857142,-0.3217202092093756,Non-Competitive
1,1,False,False,False,False,True,False,False,False,False,False,0,-0.1723238314933816,-0.2971428571428571,-0.0784301709723449,Competitive
1,1,True,False,False,False,False,False,False,False,False,False,0,11.218476832663685,6.514285714285714,-0.2635524545722481,Non-Competitive
0,1,False,False,False,False,True,False,False,False,False,False,0,-0.1865541225402816,-0.1142857142857142,8.603767480723418,Competitive
1,1,False,False,False,False,True,False,False,False,False,False,0,-0.1730727941800606,-0.1828571428571428,0.5441125158359836,Competitive
1,1,False,False,True,False,False,False,False,False,False,False,0,0.1572197506453562,0.4571428571428571,0.0331225481756432,Neutral
0,1,False,False,False,False,True,False,False,False,False,False,0,-0.1787811043866407,-0.1714285714285714,1.256219815750233,Competitive
1,0,False,True,False,False,False,False,False,False,False,False,1,0.3055143626077882,0.8,0.3687057480052252,Neutral
1,0,False,False,False,False,True,False,False,False,False,False,1,0.5526720492118417,-0.3085714285714285,-0.4367912020784758,Neutral
1,1,False,False,True,False,False,False,False,False,False,False,0,0.2913910662304137,0.4342857142857143,-0.1991819608781511,Neutral
0,1,False,False,False,False,False,False,True,False,False,False,0,0.1684242324380733,24.434285714285718,4.332522474302473,Neutral
1,1,False,False,False,False,False,False,True,False,False,False,0,-0.1857590698421148,-0.2514285714285714,1.6257615063697586,Competitive
1,0,False,False,False,False,True,False,False,False,False,False,1,-0.1640852419399132,-0.1142857142857142,2.4648848657813103,Competitive
0,1,False,False,False,False,True,False,False,False,False,False,0,3.930493766133904,0.2285714285714285,-0.4039137755444472,Non-Competitive
0,1,False,False,False,False,True,False,False,False,False,False,0,-0.1789147031361564,-0.1142857142857142,1.713202815786223,Competitive
0,1,False,True,False,False,False,False,False,False,False,False,0,2.282775855440216,11.085714285714284,-0.0014831610186554,Non-Competitive
1,0,False,False,False,False,True,False,False,False,False,False,1,3.518564288460482,-0.1714285714285714,-0.4367912020784758,Non-Competitive
0,1,False,False,False,False,False,False,True,False,False,False,0,-0.1857115395177678,-0.1714285714285714,3.38044143294999,Competitive
1,0,False,False,False,False,True,False,False,False,False,False,1,-0.0587180176508167,-0.1142857142857142,-0.2348223500356495,Neutral
0,0,False,False,False,False,True,False,False,False,False,False,1,0.3055143626077882,-0.2285714285714285,-0.4124895312632226,Neutral
1,1,False,True,False,False,False,False,False,False,False,False,0,-0.1373098258911407,-0.2857142857142857,-0.1030561416102741,Neutral
0,1,False,False,False,False,False,False,True,False,False,False,0,-0.1730727941800606,-0.2628571428571428,0.1283536955214025,Competitive
1,1,False,False,False,False,False,False,True,False,False,False,0,-0.174677714222944,-0.1142857142857142,1.1280225589726678,Competitive
1,1,False,False,False,False,True,False,False,False,False,False,0,0.3055143626077882,-0.1142857142857142,-0.3559594226412634,Neutral
0,1,False,False,False,True,False,False,False,False,False,False,0,-0.1822968609528434,16.8,245.1726784694682,Competitive
0,0,False,False,False,False,True,False,False,False,False,False,1,1.9738287471851488,7.6571428571428575,-0.0767380657095528,Non-Competitive
1,0,False,False,False,False,False,False,False,True,False,False,1,-0.1393694732795078,-0.2285714285714285,-0.1418291327071058,Neutral
0,1,False,False,False,False,True,False,False,False,False,False,0,-0.1640852419399132,0.0,0.8822663246636143,Competitive
0,1,False,False,False,False,False,True,False,False,False,False,0,-0.175619267314769,-0.2514285714285714,0.3395562131040863,Competitive
0,0,False,False,False,False,True,False,False,False,False,False,1,0.0748338551106717,0.5714285714285714,-0.0466284648965382,Neutral
1,0,False,False,False,False,False,False,True,False,False,False,1,-0.175619267314769,0.1142857142857142,2.9097186353728035,Competitive
0,1,False,False,False,False,True,False,False,False,False,False,0,-0.0240292195309496,1.9428571428571428,0.881132286897373,Neutral
0,1,False,False,False,False,True,False,False,False,False,False,0,-0.178502773658483,-0.1142857142857142,1.684631398331422,Competitive
1,1,False,False,False,False,True,False,False,False,False,False,0,2.777091228648322,1.7142857142857142,-0.3370760425046113,Non-Competitive
1,0,False,False,False,False,False,False,True,False,False,False,1,0.3055143626077882,11.085714285714284,1.711081832692807,Neutral
1,1,False,False,False,False,True,False,False,False,False,False,0,-0.1517273576097105,-0.1714285714285714,0.0,Neutral
0,1,False,False,False,False,True,False,False,False,False,False,0,-0.1671747130224638,0.0571428571428571,1.2791742346583932,Competitive
0,1,False,True,False,False,False,False,False,False,False,False,0,0.1201460976547482,0.8,-0.0973466282642761,Neutral
0,1,False,False,False,False,False,False,True,False,False,False,0,0.071364975298685,11.085714285714284,2.5777792562892667,Neutral
0,0,False,False,False,False,True,False,False,False,False,False,1,-0.0240292195309496,0.8,1.7353561704996103,Neutral
0,1,False,False,False,False,True,False,False,False,False,False,0,-0.1517273576097105,0.1714285714285714,0.8818216039709705,Neutral
1,0,False,True,False,False,False,False,False,False,False,False,1,0.5526720492118417,1.3714285714285714,0.27629877993621,Neutral
1,1,False,False,False,False,False,False,False,True,False,False,0,0.0336409073433295,-0.1371428571428571,-0.1244556500052039,Neutral
1,0,False,False,False,False,True,False,False,False,False,False,1,-0.1723238314933816,-0.1142857142857142,0.902129348355788,Competitive
1,1,False,False,False,False,False,True,False,False,False,False,0,4.754352721480749,-0.2285714285714285,-0.4459346283926731,Non-Competitive
0,0,False,False,False,False,True,False,False,False,False,False,1,-0.0899379359586971,-0.1142857142857142,-0.1421399119312958,Neutral
1,1,False,False,True,False,False,False,False,False,False,False,0,-0.1483570255196552,0.1714285714285714,0.8634247708388252,Neutral
0,1,False,False,False,False,False,False,True,False,False,False,0,-0.1393694732795078,-0.1142857142857142,-0.0078421416628001,Neutral
1,0,False,True,False,False,False,False,False,False,False,False,1,73.95850497061569,3.085714285714286,-0.4362075791222504,Non-Competitive
0,1,False,False,False,False,True,False,False,False,False,False,0,-0.1791464134673477,0.4,4.857349281803317,Competitive
0,1,False,False,False,False,True,False,False,False,False,False,0,-0.1835047744588031,-0.1714285714285714,2.429980711261297,Competitive
0,1,False,False,False,False,False,True,False,False,False,False,0,16.288378096336576,1.9428571428571428,-0.4094581936285881,Non-Competitive
0,1,False,True,False,False,False,False,False,False,False,False,0,-0.16633212999995,-0.2285714285714285,0.0659771550520834,Competitive
1,0,False,False,False,False,False,False,True,False,False,False,1,-0.166831438457736,0.1142857142857142,1.4955856218648502,Competitive
0,0,False,False,False,False,True,False,False,False,False,False,1,-0.1640852419399132,-0.1142857142857142,0.4375456320198899,Competitive
0,1,False,False,False,False,True,False,False,False,False,False,0,1.294145109024002,13.371428571428572,0.4502560645720438,Non-Competitive
0,0,False,False,False,False,False,True,False,False,False,False,1,3.518564288460482,3.085714285714286,-0.1244556500052039,Non-Competitive
1,1,False,False,False,False,True,False,False,False,False,False,0,-0.0899379359586971,-0.1142857142857142,-0.2268031760761277,Neutral
0,0,False,True,False,False,False,False,False,False,False,False,1,3.2439446366782003,13.942857142857145,0.0650355618975917,Non-Competitive
0,1,False,False,False,False,True,False,False,False,False,False,0,-0.1640852419399132,-0.0571428571428571,0.659905978341752,Competitive
0,1,False,False,False,False,True,False,False,False,False,False,0,-0.1836518921294007,-0.2857142857142857,0.6999343424174247,Competitive
0,1,False,True,False,False,False,False,False,False,False,False,0,1.0469874224199485,5.371428571428571,-0.0014605748102495,Non-Competitive
1,0,False,False,False,True,False,False,False,False,False,False,1,2.282775855440216,1.3714285714285714,-0.197894871996895,Non-Competitive
0,0,False,False,False,False,True,False,False,False,False,False,1,0.9096775965288076,1.9428571428571428,0.312775214700295,Non-Competitive
0,1,False,False,False,False,False,False,True,False,False,False,0,-0.1875652221672982,-0.2285714285714285,8.325334780718261,Competitive
1,0,False,False,False,False,False,False,True,False,False,False,1,-0.1438632493995815,-0.2285714285714285,-0.1537518201740947,Neutral
0,1,False,False,False,False,False,False,True,False,False,False,0,0.0089251386829241,1.0285714285714285,0.3377109918574871,Neutral
1,0,False,False,False,False,True,False,False,False,False,False,1,0.3055143626077882,-0.1142857142857142,-0.288842782675347,Neutral
0,0,False,False,True,False,False,False,False,False,False,False,1,-0.0899379359586971,-0.1142857142857142,0.27629877993621,Neutral
1,0,False,False,False,False,True,False,False,False,False,False,1,-0.1826220684352172,-0.2285714285714285,1.2816476843300153,Competitive
0,1,False,False,False,False,True,False,False,False,False,False,0,-0.1875652221672982,-0.1142857142857142,11.464584299958853,Competitive
0,0,False,False,False,False,False,False,False,True,False,False,1,0.0583566760037348,0.3428571428571428,-0.17073195073055,Neutral
1,0,False,True,False,False,False,False,False,False,False,False,1,10.109435931235238,0.2285714285714285,-0.4328031118776025,Non-Competitive
0,1,False,False,False,False,True,False,False,False,False,False,0,1.4589169000933708,22.51428571428572,0.8809521750168521,Non-Competitive
1,0,False,False,True,False,False,False,False,False,False,False,1,0.1819355193057615,-0.1714285714285714,-0.3718033592688889,Neutral
0,0,False,False,False,False,True,False,False,False,False,False,1,-0.1826220684352172,2.5142857142857142,40.65821308268672,Competitive
0,0,False,False,False,False,False,False,True,False,False,False,1,12.16908331960235,33.94285714285714,-0.1281465107615209,Non-Competitive
1,0,False,False,False,False,True,False,False,False,False,False,1,-0.1640852419399132,-0.2285714285714285,0.1237630840971499,Competitive
0,1,False,False,False,False,False,True,False,False,False,False,0,0.4290932059098149,5.371428571428571,0.5117319692119437,Neutral
0,0,False,False,True,False,False,False,False,False,False,False,1,-0.0961168781237985,0.0,-0.0190702043296392,Neutral
0,0,False,True,False,False,False,False,False,False,False,False,1,0.8704462177027675,16.8,1.2490264034267748,Non-Competitive
0,0,False,False,False,False,True,False,False,False,False,False,1,0.6762508925138683,-0.2628571428571428,-0.4203524888114615,Neutral
1,0,False,False,False,False,False,False,False,True,False,False,1,0.799829735815895,-0.2971428571428571,-0.4367912020784758,Neutral
1,0,False,False,False,False,True,False,False,False,False,False,1,-0.1778162245290273,-0.1142857142857142,1.4965595426730516,Competitive
0,1,False,False,False,False,False,False,True,False,False,False,0,0.6350579447465261,5.371428571428571,1.0058274752179102,Neutral
0,0,False,False,False,False,False,False,True,False,False,False,1,-0.106415115065634,-0.1142857142857142,-0.1859972511358761,Neutral
1,1,False,False,False,False,True,False,False,False,False,False,0,0.9440050530015928,0.2857142857142857,-0.2559653561413184,Non-Competitive
1,1,False,False,False,False,False,False,True,False,False,False,0,-0.1831837904502264,-0.2857142857142857,0.5505011862136584,Competitive
0,0,False,True,False,False,False,False,False,False,False,False,1,0.6350579447465261,1.9428571428571428,-0.0802575528105822,Neutral
0,1,False,False,False,False,False,False,True,False,False,False,0,2.900670071950349,1.3714285714285714,-0.2781430284778821,Non-Competitive
0,0,False,False,False,False,False,False,False,False,False,True,1,0.1201460976547482,16.8,4.78787892936314,Neutral
0,1,False,False,False,False,False,False,True,False,False,False,0,-0.1848464876146537,-0.2514285714285714,1.7533268940267162,Competitive
1,0,False,False,False,False,True,False,False,False,False,False,1,-0.0961168781237985,0.0,0.71401599710523,Neutral
0,1,False,True,False,False,False,False,False,False,False,False,0,-0.0569835777448234,0.5714285714285714,0.2502994715294131,Neutral
0,1,False,False,False,False,True,False,False,False,False,False,0,-0.1753196822400974,-0.2057142857142857,0.5276015722802441,Competitive
1,0,False,False,False,False,True,False,False,False,False,False,1,-0.1146537046191025,-0.1714285714285714,-0.0460971349624842,Neutral
0,1,False,False,False,False,True,False,False,False,False,False,0,0.1819355193057615,0.0,-0.1244556500052039,Neutral
0,1,False,True,False,False,False,False,False,False,False,False,0,0.3055143626077882,0.8,-0.1423885353106478,Neutral
1,1,False,False,False,False,True,False,False,False,False,False,0,0.0134189148029978,0.6857142857142857,0.043942723243076,Neutral
0,1,False,False,False,False,False,False,True,False,False,False,0,0.3981984950843082,10.514285714285714,1.4292081030006456,Neutral
1,0,False,False,False,True,False,False,False,False,False,False,1,0.5526720492118417,0.0,-0.2830065531130934,Neutral
1,1,False,False,True,False,False,False,False,False,False,False,0,-0.1517273576097105,0.0,0.4517241681184287,Neutral
0,1,False,True,False,False,False,False,False,False,False,False,0,0.8410226835832373,5.371428571428571,0.0888932932967985,Neutral
0,0,False,False,False,False,True,False,False,False,False,False,1,-0.106415115065634,0.5714285714285714,0.614499995622828,Neutral
0,0,False,False,False,True,False,False,False,False,False,False,1,7.720244960729389,0.7542857142857143,-0.4021629066757711,Non-Competitive
1,1,False,False,False,False,True,False,False,False,False,False,0,0.0336409073433295,0.1714285714285714,-0.0464585488820431,Neutral
